"","year","state","month","number","date","area","rain","wind","temp"
"739",1998,"Amazonas","feb",0,"01/01/1998",5.39,0,6.7,5.1
"740",1999,"Amazonas","feb",43,"01/01/1999",196.48,0,4.9,26.8
"741",2000,"Amazonas","feb",62,"01/01/2000",0,0,5.4,18.3
"742",2001,"Amazonas","feb",8,"01/01/2001",14.29,0,4.9,15.4
"743",2002,"Amazonas","feb",2,"01/01/2002",0,0.2,1.8,16.6
"744",2003,"Amazonas","feb",62,"01/01/2003",174.63,0,4,20.8
"745",2004,"Amazonas","feb",92,"01/01/2004",3.71,0,4,17.9
"746",2005,"Amazonas","feb",6,"01/01/2005",0,0,4.5,15.9
"747",2006,"Amazonas","feb",10,"01/01/2006",0,0,3.1,18.1
"748",2007,"Amazonas","feb",92,"01/01/2007",0,0,5.4,10.6
"749",2008,"Amazonas","feb",32,"01/01/2008",0,0,3.1,20.1
"750",2009,"Amazonas","feb",3,"01/01/2009",0,0,6.7,15.2
"751",2010,"Amazonas","feb",81,"01/01/2010",0.43,0,1.3,24.3
"752",2011,"Amazonas","feb",30,"01/01/2011",2.51,0,3.1,33.1
"753",2012,"Amazonas","feb",25,"01/01/2012",154.88,0,1.8,10.1
"754",2013,"Amazonas","feb",16,"01/01/2013",0,0,3.6,19.6
"755",2014,"Amazonas","feb",49,"01/01/2014",0,0,4.9,17.7
"756",2015,"Amazonas","feb",107,"01/01/2015",1.46,0,2.2,15.7
"757",2016,"Amazonas","feb",275,"01/01/2016",9.27,0,2.2,22.4
"758",2017,"Amazonas","feb",52,"01/01/2017",0,0,4.5,24.9
"759",1998,"Amazonas","mar",0,"01/01/1998",0,0,2.7,16.8
"760",1999,"Amazonas","mar",7,"01/01/1999",3.07,0,2.7,20.7
"761",2000,"Amazonas","mar",69,"01/01/2000",0.68,0,3.6,24.2
"762",2001,"Amazonas","mar",6,"01/01/2001",0,0,3.6,17.8
"763",2002,"Amazonas","mar",5,"01/01/2002",3.94,0,2.7,17.3
"764",2003,"Amazonas","mar",64,"01/01/2003",0,0,5.4,23.8
"765",2004,"Amazonas","mar",6,"01/01/2004",10.82,0,2.7,21.8
"766",2005,"Amazonas","mar",12,"01/01/2005",0,0,4.5,18.9
"767",2006,"Amazonas","mar",20,"01/01/2006",1.46,0,1.3,17
"768",2007,"Amazonas","mar",6,"01/01/2007",37.71,0,9.4,20.4
"769",2008,"Amazonas","mar",10,"01/01/2008",3.71,0,2.7,18.9
"770",2009,"Amazonas","mar",11,"01/01/2009",0,0,3.6,28.2
"771",2010,"Amazonas","mar",116,"01/01/2010",9.77,0,2.7,13.8
"772",2011,"Amazonas","mar",49,"01/01/2011",0,0,5.8,17.6
"773",2012,"Amazonas","mar",17,"01/01/2012",0,0,4.5,18.9
"774",2013,"Amazonas","mar",49,"01/01/2013",0,0,4,12.4
"775",2014,"Amazonas","mar",50,"01/01/2014",0,0,3.6,20.4
"776",2015,"Amazonas","mar",46,"01/01/2015",0,0,4.5,11.6
"777",2016,"Amazonas","mar",140,"01/01/2016",1.52,0,9.4,4.6
"778",2017,"Amazonas","mar",45,"01/01/2017",0,0,4.9,19.2
"779",1998,"Amazonas","apr",0,"01/01/1998",3.78,0,4,23.3
"780",1999,"Amazonas","apr",2,"01/01/1999",0,0,4.5,20.6
"781",2000,"Amazonas","apr",18,"01/01/2000",0,0,2.7,17.1
"782",2001,"Amazonas","apr",1,"01/01/2001",0,0,4.9,15.9
"783",2002,"Amazonas","apr",2,"01/01/2002",7.04,0,4,10.3
"784",2003,"Amazonas","apr",11,"01/01/2003",0,0,3.6,17.9
"785",2004,"Amazonas","apr",4,"01/01/2004",0,0,4.5,17.4
"786",2005,"Amazonas","apr",5,"01/01/2005",7.19,0,4.9,17.9
"787",2006,"Amazonas","apr",5,"01/01/2006",0,0,2.2,24.6
"788",2007,"Amazonas","apr",0,"01/01/2007",0,0,3.1,21.8
"789",2008,"Amazonas","apr",13,"01/01/2008",0,0,5.8,19
"790",2009,"Amazonas","apr",1,"01/01/2009",0,0,5.4,16
"791",2010,"Amazonas","apr",11,"01/01/2010",11.16,0,4.5,23.4
"792",2011,"Amazonas","apr",5,"01/01/2011",1.64,0,4.5,25.3
"793",2012,"Amazonas","apr",3,"01/01/2012",0,0,3.6,14.7
"794",2013,"Amazonas","apr",20,"01/01/2013",14.29,0,3.6,24.2
"795",2014,"Amazonas","apr",25,"01/01/2014",2.21,0,5.8,26.8
"796",2015,"Amazonas","apr",24,"01/01/2015",0.71,0,4,19.6
"797",2016,"Amazonas","apr",22,"01/01/2016",7.48,0,4.9,20.4
"798",2017,"Amazonas","apr",20,"01/01/2017",0,0,4,19.3
"799",1998,"Amazonas","may",0,"01/01/1998",212.88,0,2.2,19.1
"800",1999,"Amazonas","may",0,"01/01/1999",20.03,0,9.4,24.2
"801",2000,"Amazonas","may",51,"01/01/2000",56.04,0,4.5,17.4
"802",2001,"Amazonas","may",0,"01/01/2001",2.93,0,0.9,10.1
"803",2002,"Amazonas","may",8,"01/01/2002",1.29,0,5.4,20.6
"804",2003,"Amazonas","may",2,"01/01/2003",0.52,0,4.5,11.6
"805",2004,"Amazonas","may",0,"01/01/2004",0,0,3.1,22.1
"806",2005,"Amazonas","may",8,"01/01/2005",8.31,0,2.2,24.3
"807",2006,"Amazonas","may",4,"01/01/2006",3.78,0,2.2,15.4
"808",2007,"Amazonas","may",0,"01/01/2007",3.05,0,1.8,17.9
"809",2008,"Amazonas","may",1,"01/01/2008",39.35,0,4.9,22.9
"810",2009,"Amazonas","may",3,"01/01/2009",0,0,5.8,27.9
"811",2010,"Amazonas","may",13,"01/01/2010",0,0,2.7,17.4
"812",2011,"Amazonas","may",6,"01/01/2011",0,0,3.6,15.9
"813",2012,"Amazonas","may",12,"01/01/2012",0.54,0,1.8,17.8
"814",2013,"Amazonas","may",19,"01/01/2013",3.35,0,4.9,17.4
"815",2014,"Amazonas","may",12,"01/01/2014",0,0,1.3,8.7
"816",2015,"Amazonas","may",10,"01/01/2015",196.48,0,7.6,4.6
"817",2016,"Amazonas","may",30,"01/01/2016",0,0,2.7,22.1
"818",2017,"Amazonas","may",40,"01/01/2017",0,0,4.5,26.1
"819",1998,"Amazonas","jun",2,"01/01/1998",11.16,0,2.2,11.7
"820",1999,"Amazonas","jun",7,"01/01/1999",0,0,3.1,14.9
"821",2000,"Amazonas","jun",6,"01/01/2000",0,0,3.1,20.4
"822",2001,"Amazonas","jun",5,"01/01/2001",0,0,3.1,17.8
"823",2002,"Amazonas","jun",5,"01/01/2002",37.71,0,4.5,30.6
"824",2003,"Amazonas","jun",3,"01/01/2003",0,0,3.1,18.3
"825",2004,"Amazonas","jun",12,"01/01/2004",0,0,1.8,21.1
"826",2005,"Amazonas","jun",78,"01/01/2005",26,0,5.4,17.1
"827",2006,"Amazonas","jun",9,"01/01/2006",11.32,0,1.8,7.5
"828",2007,"Amazonas","jun",23,"01/01/2007",0,0,4,18.7
"829",2008,"Amazonas","jun",7,"01/01/2008",0,0,3.1,5.3
"830",2009,"Amazonas","jun",13,"01/01/2009",24.77,0,2.2,21.4
"831",2010,"Amazonas","jun",9,"01/01/2010",0,0,6.3,12.9
"832",2011,"Amazonas","jun",22,"01/01/2011",11.32,0,4.9,16.2
"833",2012,"Amazonas","jun",45,"01/01/2012",0.55,0,3.1,27.8
"834",2013,"Amazonas","jun",56,"01/01/2013",0,0,3.6,25.1
"835",2014,"Amazonas","jun",74,"01/01/2014",0,0,4,13.3
"836",2015,"Amazonas","jun",33,"01/01/2015",9.77,0,3.1,23.9
"837",2016,"Amazonas","jun",90,"01/01/2016",0,0,3.6,15.9
"838",2017,"Amazonas","jun",119,"01/01/2017",11.06,0,4.5,12.4
"839",1998,"Amazonas","jul",71,"01/01/1998",0,0,5.8,14.9
"840",1999,"Amazonas","jul",11,"01/01/1999",0,0,2.7,18.6
"841",2000,"Amazonas","jul",39,"01/01/2000",1.75,0,4.5,4.6
"842",2001,"Amazonas","jul",9,"01/01/2001",154.88,0,3.1,24.1
"843",2002,"Amazonas","jul",146,"01/01/2002",0,0,2.7,11.8
"844",2003,"Amazonas","jul",180,"01/01/2003",7.8,0,3.1,21.5
"845",2004,"Amazonas","jul",177,"01/01/2004",7.31,0,2.2,24.3
"846",2005,"Amazonas","jul",676,"01/01/2005",0,0,2.7,23.6
"847",2006,"Amazonas","jul",123,"01/01/2006",1.94,0,3.1,5.1
"848",2007,"Amazonas","jul",116,"01/01/2007",0,0,5.4,25.3
"849",2008,"Amazonas","jul",108,"01/01/2008",0,0,1.8,19.3
"850",2009,"Amazonas","jul",199,"01/01/2009",49.37,0,2.2,18.7
"851",2010,"Amazonas","jul",640,"01/01/2010",11.32,0,3.1,20.7
"852",2011,"Amazonas","jul",271,"01/01/2011",0,0,4.5,28.7
"853",2012,"Amazonas","jul",234,"01/01/2012",1.94,0,2.7,17.8
"854",2013,"Amazonas","jul",248,"01/01/2013",0,0,2.7,14.2
"855",2014,"Amazonas","jul",202,"01/01/2014",0.17,0,2.2,15.2
"856",2015,"Amazonas","jul",356,"01/01/2015",0,0,2.7,24.6
"857",2016,"Amazonas","jul",1.137,"01/01/2016",2.44,0,4.9,15.9
"858",2017,"Amazonas","jul",1.975,"01/01/2017",1.12,0,4,20.5
"859",1998,"Amazonas","aug",321,"01/01/1998",0,0,2.2,15.2
"860",1999,"Amazonas","aug",259,"01/01/1999",8.31,0,2.2,10.1
"861",2000,"Amazonas","aug",180,"01/01/2000",0.68,0,3.6,11.3
"862",2001,"Amazonas","aug",501,"01/01/2001",212.88,0,3.1,22.9
"863",2002,"Amazonas","aug",741,"01/01/2002",0,0,3.6,18.1
"864",2003,"Amazonas","aug",1.867,"01/01/2003",0,0,3.1,17.4
"865",2004,"Amazonas","aug",1.207,"01/01/2004",0,0,3.1,28.2
"866",2005,"Amazonas","aug",2.316,"01/01/2005",0,0,2.7,23.7
"867",2006,"Amazonas","aug",1.422,"01/01/2006",0,0,6.3,5.8
"868",2007,"Amazonas","aug",2.241,"01/01/2007",105.66,0,4.5,24.3
"869",2008,"Amazonas","aug",861,"01/01/2008",0,0,2.2,21.8
"870",2009,"Amazonas","aug",1.321,"01/01/2009",0,0,4.9,21
"871",2010,"Amazonas","aug",3.727,"01/01/2010",0,0,5.8,15.2
"872",2011,"Amazonas","aug",1.243,"01/01/2011",1.46,0,5.4,22.9
"873",2012,"Amazonas","aug",3.011,"01/01/2012",0,0,4,25.4
"874",2013,"Amazonas","aug",1.276,"01/01/2013",1.43,0,5.4,20.3
"875",2014,"Amazonas","aug",3.852,"01/01/2014",0,0,5.4,20.7
"876",2015,"Amazonas","aug",4.564,"01/01/2015",14.29,0,2.7,24
"877",2016,"Amazonas","aug",3.611,"01/01/2016",0,0,3.1,22.8
"878",2017,"Amazonas","aug",6.316,"01/01/2017",0,0,2.7,14.2
"879",1998,"Amazonas","sep",267,"01/01/1998",0,0,5.8,13.7
"880",1999,"Amazonas","sep",216,"01/01/1999",0,0,2.2,19.7
"881",2000,"Amazonas","sep",189,"01/01/2000",0,0,3.1,22.1
"882",2001,"Amazonas","sep",166,"01/01/2001",58.3,0,1.8,21.9
"883",2002,"Amazonas","sep",928,"01/01/2002",105.66,0,5.4,5.8
"884",2003,"Amazonas","sep",1.401,"01/01/2003",0,0,4,19.3
"885",2004,"Amazonas","sep",911,"01/01/2004",0,0,2.7,15.9
"886",2005,"Amazonas","sep",2.812,"01/01/2005",0,0,4.5,19.3
"887",2006,"Amazonas","sep",2.218,"01/01/2006",174.63,0,6.7,28.9
"888",2007,"Amazonas","sep",1.36,"01/01/2007",0,0,3.6,17.8
"889",2008,"Amazonas","sep",998,"01/01/2008",1.63,0,2.2,20.7
"890",2009,"Amazonas","sep",3.091,"01/01/2009",0.95,0,3.1,25.9
"891",2010,"Amazonas","sep",2.781,"01/01/2010",0,0,5.8,15.8
"892",2011,"Amazonas","sep",1.295,"01/01/2011",3.18,0,3.6,19.3
"893",2012,"Amazonas","sep",2.392,"01/01/2012",10.01,0,4.5,23.8
"894",2013,"Amazonas","sep",1.739,"01/01/2013",0,0,4.9,15.9
"895",2014,"Amazonas","sep",3.057,"01/01/2014",11.06,0,4.5,25.5
"896",2015,"Amazonas","sep",5.882,"01/01/2015",8.31,0,3.6,18.6
"897",2016,"Amazonas","sep",3.119,"01/01/2016",0,0,5.4,24.1
"898",2017,"Amazonas","sep",4.033,"01/01/2017",10.02,0,5.4,21.9
"899",1998,"Amazonas","oct",83,"01/01/1998",0,0,3.1,17.4
"900",1999,"Amazonas","oct",479,"01/01/1999",0,0,5.8,13.8
"901",2000,"Amazonas","oct",145,"01/01/2000",3.09,0,2.7,12.8
"902",2001,"Amazonas","oct",332,"01/01/2001",23.41,0,0.9,21.3
"903",2002,"Amazonas","oct",695,"01/01/2002",0,0,5.4,11.6
"904",2003,"Amazonas","oct",725,"01/01/2003",0,0,3.1,20.1
"905",2004,"Amazonas","oct",710,"01/01/2004",0,0,4.5,18.2
"906",2005,"Amazonas","oct",545,"01/01/2005",1.64,0,2.7,23.3
"907",2006,"Amazonas","oct",721,"01/01/2006",3.18,0,3.6,24.3
"908",2007,"Amazonas","oct",215,"01/01/2007",2.14,0,2.7,17.8
"909",2008,"Amazonas","oct",632,"01/01/2008",82.75,0,5.4,24.1
"910",2009,"Amazonas","oct",2.189,"01/01/2009",0,0,4.9,25.9
"911",2010,"Amazonas","oct",889,"01/01/2010",1.94,0,3.1,16.6
"912",2011,"Amazonas","oct",694,"01/01/2011",2.18,0,2.7,28.6
"913",2012,"Amazonas","oct",1.238,"01/01/2012",28.66,0,5.4,23.2
"914",2013,"Amazonas","oct",1.202,"01/01/2013",1.46,0,4.9,23.4
"915",2014,"Amazonas","oct",952,"01/01/2014",103.39,0,2.2,23
"916",2015,"Amazonas","oct",2.494,"01/01/2015",0,0,1.8,14.2
"917",2016,"Amazonas","oct",2.105,"01/01/2016",2,0,4.5,17.2
"918",2017,"Amazonas","oct",1.581,"01/01/2017",0,0,4.9,12.2
"919",1998,"Amazonas","nov",6,"01/01/1998",0,0,3.1,19.8
"920",1999,"Amazonas","nov",32,"01/01/1999",196.48,0,1.8,23
"921",2000,"Amazonas","nov",27,"01/01/2000",0,0,3.1,19.1
"922",2001,"Amazonas","nov",244,"01/01/2001",0,0,6.7,17.7
"923",2002,"Amazonas","nov",259,"01/01/2002",0,0,3.1,21
"924",2003,"Amazonas","nov",169,"01/01/2003",0,0,2.2,18.4
"925",2004,"Amazonas","nov",209,"01/01/2004",0,0,7.6,17.7
"926",2005,"Amazonas","nov",261,"01/01/2005",0,0,2.7,18.6
"927",2006,"Amazonas","nov",59,"01/01/2006",0,0,6.3,15.5
"928",2007,"Amazonas","nov",90,"01/01/2007",0,0,3.1,10.6
"929",2008,"Amazonas","nov",39,"01/01/2008",0,0,1.3,32.3
"930",2009,"Amazonas","nov",973,"01/01/2009",3.71,0,5.4,17.9
"931",2010,"Amazonas","nov",354,"01/01/2010",0,0,4,19.7
"932",2011,"Amazonas","nov",399,"01/01/2011",0,0,9.4,8.2
"933",2012,"Amazonas","nov",682,"01/01/2012",0,0,5.4,27.6
"934",2013,"Amazonas","nov",220,"01/01/2013",5.65,0,5.8,8.2
"935",2014,"Amazonas","nov",676,"01/01/2014",0,0,7.6,23.9
"936",2015,"Amazonas","nov",1.054,"01/01/2015",0,0,3.1,17.7
"937",2016,"Amazonas","nov",591,"01/01/2016",0,0,3.6,12.9
"938",2017,"Amazonas","nov",552,"01/01/2017",0,0,2.2,21.3
"939",1998,"Amazonas","dec",196,"01/01/1998",15.45,0,0.9,22.2
"940",1999,"Amazonas","dec",2,"01/01/1999",0,0,4,19.7
"941",2000,"Amazonas","dec",60,"01/01/2000",154.88,0,4,17.6
"942",2001,"Amazonas","dec",22,"01/01/2001",24.24,0,4,19.2
"943",2002,"Amazonas","dec",44,"01/01/2002",58.3,0,5.4,16.4
"944",2003,"Amazonas","dec",147,"01/01/2003",0,0,3.6,23.3
"945",2004,"Amazonas","dec",53,"01/01/2004",0,0,3.1,17.4
"946",2005,"Amazonas","dec",17,"01/01/2005",0,0,3.1,17.3
"947",2006,"Amazonas","dec",23,"01/01/2006",0,0,1.8,20.3
"948",2007,"Amazonas","dec",7,"01/01/2007",10.02,0,3.1,20.4
"949",2008,"Amazonas","dec",0,"01/01/2008",6.43,0,3.1,24.6
"950",2009,"Amazonas","dec",102,"01/01/2009",0,0,5.8,20.4
"951",2010,"Amazonas","dec",123,"01/01/2010",7.04,0,4,26.3
"952",2011,"Amazonas","dec",121,"01/01/2011",0,0,4.9,17.9
"953",2012,"Amazonas","dec",80,"01/01/2012",0,0,7.6,19.5
"954",2013,"Amazonas","dec",236,"01/01/2013",3.18,0,2.7,10.6
"955",2014,"Amazonas","dec",293,"01/01/2014",2.13,0,1.3,10.1
"956",2015,"Amazonas","dec",565,"01/01/2015",1.94,0,3.1,25.9
"957",2016,"Amazonas","dec",133,"01/01/2016",1.64,0,4,17.6
"958",1998,"Bahia","jan",0,"01/01/1998",0,0,6.7,22.9
"959",1999,"Bahia","jan",114,"01/01/1999",6.43,0,0.9,15.4
"960",2000,"Bahia","jan",31,"01/01/2000",0,0,5.4,5.5
"961",2001,"Bahia","jan",24,"01/01/2001",8.16,0,2.2,21.1
"962",2002,"Bahia","jan",125,"01/01/2002",0,0,3.1,15.2
"963",2003,"Bahia","jan",439,"01/01/2003",13.05,0,4.9,9.3
"964",2004,"Bahia","jan",158,"01/01/2004",0,0,4,21.3
"965",2005,"Bahia","jan",303,"01/01/2005",28.74,0,4.5,19.1
"966",2006,"Bahia","jan",225,"01/01/2006",0,0,1.8,9.8
"967",2007,"Bahia","jan",373,"01/01/2007",0.68,0,5.4,19.8
"968",2008,"Bahia","jan",314,"01/01/2008",0,0,2.7,6.7
"969",2009,"Bahia","jan",177,"01/01/2009",0,0,6.3,18
"970",2010,"Bahia","jan",297,"01/01/2010",37.02,0,0.9,17
"971",2011,"Bahia","jan",101,"01/01/2011",0,0,1.8,25.5
"972",2012,"Bahia","jan",179,"01/01/2012",0,0,4,30.2
"973",2013,"Bahia","jan",125,"01/01/2013",0.52,0,4.5,14.2
"974",2014,"Bahia","jan",132,"01/01/2014",0,0,4.5,22.6
"975",2015,"Bahia","jan",256,"01/01/2015",0,0,2.7,19.2
"976",2016,"Bahia","jan",285,"01/01/2016",3.78,0,1.8,18.7
"977",2017,"Bahia","jan",154,"01/01/2017",10.73,0,3.1,23
"978",1998,"Bahia","feb",0,"01/01/1998",0,0,5.8,13.9
"979",1999,"Bahia","feb",157,"01/01/1999",70.76,0,4,10.1
"980",2000,"Bahia","feb",32,"01/01/2000",0,0,7.2,21.5
"981",2001,"Bahia","feb",101,"01/01/2001",1.72,0,5.8,26.2
"982",2002,"Bahia","feb",204,"01/01/2002",0.36,0,2.2,15.7
"983",2003,"Bahia","feb",223,"01/01/2003",0,0,2.2,18.9
"984",2004,"Bahia","feb",122,"01/01/2004",13.99,0,5.4,24.6
"985",2005,"Bahia","feb",143,"01/01/2005",0,0,4,24.3
"986",2006,"Bahia","feb",277,"01/01/2006",0,0,5.8,15.4
"987",2007,"Bahia","feb",113,"01/01/2007",0,0,5.8,19
"988",2008,"Bahia","feb",235,"01/01/2008",13.06,0,7.6,33.1
"989",2009,"Bahia","feb",117,"01/01/2009",0,0,1.8,12.9
"990",2010,"Bahia","feb",206,"01/01/2010",0,0,0.9,13.1
"991",2011,"Bahia","feb",156,"01/01/2011",16.4,0,3.1,16.2
"992",2012,"Bahia","feb",200,"01/01/2012",1.38,0,4.5,12.9
"993",2013,"Bahia","feb",231,"01/01/2013",11.16,0,3.6,15.2
"994",2014,"Bahia","feb",107,"01/01/2014",1.56,0,1.8,18.6
"995",2015,"Bahia","feb",143,"01/01/2015",3.09,0,1.3,26.4
"996",2016,"Bahia","feb",418,"01/01/2016",0,0,8,13.8
"997",2017,"Bahia","feb",100,"01/01/2017",0,0,2.2,11.6
"998",1998,"Bahia","mar",0,"01/01/1998",0,0,3.6,14.7
"999",1999,"Bahia","mar",83,"01/01/1999",0,0,2.2,11.6
