year,state,month,number,date,area,rain,wind,temp
2010,Para,oct,3.843,01/01/2010,,,,
2011,Para,oct,3.141,01/01/2011,,,,
2012,Para,oct,3.714,01/01/2012,,,,
2013,Para,oct,4.921,01/01/2013,,,,
2014,Para,oct,6.448,01/01/2014,,,,
2015,Para,oct,7.781,01/01/2015,,,,
2016,Para,oct,5.281,01/01/2016,,,,
2017,Para,oct,7.628,01/01/2017,,,,
1998,Para,nov,1.861,01/01/1998,,,,
1999,Para,nov,2.682,01/01/1999,,,,
2000,Para,nov,3.366,01/01/2000,,,,
2001,Para,nov,4.938,01/01/2001,,,,
2002,Para,nov,7.996,01/01/2002,,,,
2003,Para,nov,6.195,01/01/2003,,,,
2004,Para,nov,9.842,01/01/2004,,,,
2005,Para,nov,4.968,01/01/2005,,,,
2006,Para,nov,2.883,01/01/2006,,,,
2007,Para,nov,2.89,01/01/2007,,,,
2008,Para,nov,2.403,01/01/2008,,,,
2009,Para,nov,10.012,01/01/2009,,,,
2010,Para,nov,4.417,01/01/2010,,,,
2011,Para,nov,3.043,01/01/2011,,,,
2012,Para,nov,6.156,01/01/2012,,,,
2013,Para,nov,3.688,01/01/2013,,,,
2014,Para,nov,7.767,01/01/2014,,,,
2015,Para,nov,9.643,01/01/2015,,,,
2016,Para,nov,7.879,01/01/2016,,,,
2017,Para,nov,9.079,01/01/2017,,,,
1998,Para,dec,1.008,01/01/1998,,,,
1999,Para,dec,766,01/01/1999,,,,
2000,Para,dec,1.698,01/01/2000,,,,
2001,Para,dec,2.564,01/01/2001,,,,
2002,Para,dec,3.118,01/01/2002,,,,
2003,Para,dec,4.787,01/01/2003,,,,
2004,Para,dec,5.508,01/01/2004,,,,
2005,Para,dec,1.495,01/01/2005,,,,
2006,Para,dec,1.417,01/01/2006,,,,
2007,Para,dec,689,01/01/2007,,,,
2008,Para,dec,684,01/01/2008,,,,
2009,Para,dec,2.832,01/01/2009,,,,
2010,Para,dec,1.612,01/01/2010,,,,
2011,Para,dec,3.218,01/01/2011,,,,
2012,Para,dec,1.812,01/01/2012,,,,
2013,Para,dec,5.514,01/01/2013,,,,
2014,Para,dec,4.828,01/01/2014,,,,
2015,Para,dec,6.61,01/01/2015,,,,
2016,Para,dec,3.3,01/01/2016,,,,
1998,Paraiba,jan,0,01/01/1998,,,,
1999,Paraiba,jan,26,01/01/1999,,,,
2000,Paraiba,jan,0,01/01/2000,,,,
2001,Paraiba,jan,11,01/01/2001,,,,
2002,Paraiba,jan,5,01/01/2002,,,,
2003,Paraiba,jan,70,01/01/2003,,,,
2004,Paraiba,jan,33,01/01/2004,,,,
2005,Paraiba,jan,178,01/01/2005,,,,
2006,Paraiba,jan,83,01/01/2006,,,,
2007,Paraiba,jan,69,01/01/2007,,,,
2008,Paraiba,jan,77,01/01/2008,,,,
2009,Paraiba,jan,115,01/01/2009,,,,
2010,Paraiba,jan,46,01/01/2010,,,,
2011,Paraiba,jan,11,01/01/2011,,,,
2012,Paraiba,jan,61,01/01/2012,,,,
2013,Paraiba,jan,38,01/01/2013,,,,
2014,Paraiba,jan,75,01/01/2014,,,,
2015,Paraiba,jan,42,01/01/2015,,,,
2016,Paraiba,jan,18,01/01/2016,,,,
2017,Paraiba,jan,23,01/01/2017,,,,
1998,Paraiba,feb,0,01/01/1998,,,,
1999,Paraiba,feb,2,01/01/1999,,,,
2000,Paraiba,feb,11,01/01/2000,,,,
2001,Paraiba,feb,6,01/01/2001,,,,
2002,Paraiba,feb,18,01/01/2002,,,,
2003,Paraiba,feb,3,01/01/2003,,,,
2004,Paraiba,feb,3,01/01/2004,,,,
2005,Paraiba,feb,15,01/01/2005,,,,
2006,Paraiba,feb,7,01/01/2006,,,,
2007,Paraiba,feb,7,01/01/2007,,,,
2008,Paraiba,feb,20,01/01/2008,,,,
2009,Paraiba,feb,9,01/01/2009,,,,
2010,Paraiba,feb,15,01/01/2010,,,,
2011,Paraiba,feb,5,01/01/2011,,,,
2012,Paraiba,feb,15,01/01/2012,,,,
2013,Paraiba,feb,9,01/01/2013,,,,
2014,Paraiba,feb,6,01/01/2014,,,,
2015,Paraiba,feb,15,01/01/2015,,,,
2016,Paraiba,feb,4,01/01/2016,,,,
2017,Paraiba,feb,8,01/01/2017,,,,
1998,Paraiba,mar,0,01/01/1998,,,,
1999,Paraiba,mar,1,01/01/1999,,,,
2000,Paraiba,mar,5,01/01/2000,,,,
2001,Paraiba,mar,0,01/01/2001,,,,
2002,Paraiba,mar,3,01/01/2002,,,,
2003,Paraiba,mar,0,01/01/2003,,,,
2004,Paraiba,mar,3,01/01/2004,,,,
2005,Paraiba,mar,13,01/01/2005,,,,
2006,Paraiba,mar,4,01/01/2006,,,,
2007,Paraiba,mar,1,01/01/2007,,,,
2008,Paraiba,mar,8,01/01/2008,,,,
2009,Paraiba,mar,2,01/01/2009,,,,
2010,Paraiba,mar,16,01/01/2010,,,,
2011,Paraiba,mar,6,01/01/2011,,,,
2012,Paraiba,mar,4,01/01/2012,,,,
2013,Paraiba,mar,3,01/01/2013,,,,
2014,Paraiba,mar,18,01/01/2014,,,,
2015,Paraiba,mar,7,01/01/2015,,,,
2016,Paraiba,mar,1,01/01/2016,,,,
2017,Paraiba,mar,2,01/01/2017,,,,
1998,Paraiba,apr,0,01/01/1998,,,,
1999,Paraiba,apr,3,01/01/1999,,,,
2000,Paraiba,apr,1,01/01/2000,,,,
2001,Paraiba,apr,0,01/01/2001,,,,
2002,Paraiba,apr,1,01/01/2002,,,,
2003,Paraiba,apr,0,01/01/2003,,,,
2004,Paraiba,apr,3,01/01/2004,,,,
2005,Paraiba,apr,2,01/01/2005,,,,
2006,Paraiba,apr,0,01/01/2006,,,,
2007,Paraiba,apr,0,01/01/2007,,,,
2008,Paraiba,apr,0,01/01/2008,,,,
2009,Paraiba,apr,1,01/01/2009,,,,
2010,Paraiba,apr,2,01/01/2010,,,,
2011,Paraiba,apr,2,01/01/2011,,,,
2012,Paraiba,apr,13,01/01/2012,,,,
2013,Paraiba,apr,6,01/01/2013,,,,
2014,Paraiba,apr,8,01/01/2014,,,,
2015,Paraiba,apr,11,01/01/2015,,,,
2016,Paraiba,apr,1,01/01/2016,,,,
2017,Paraiba,apr,1,01/01/2017,,,,
1998,Paraiba,may,0,01/01/1998,,,,
1999,Paraiba,may,0,01/01/1999,,,,
2000,Paraiba,may,0,01/01/2000,,,,
2001,Paraiba,may,4,01/01/2001,,,,
2002,Paraiba,may,1,01/01/2002,,,,
2003,Paraiba,may,0,01/01/2003,,,,
2004,Paraiba,may,1,01/01/2004,,,,
2005,Paraiba,may,0,01/01/2005,,,,
2006,Paraiba,may,0,01/01/2006,,,,
2007,Paraiba,may,0,01/01/2007,,,,
2008,Paraiba,may,0,01/01/2008,,,,
2009,Paraiba,may,0,01/01/2009,,,,
2010,Paraiba,may,10,01/01/2010,,,,
2011,Paraiba,may,0,01/01/2011,,,,
2012,Paraiba,may,10,01/01/2012,,,,
2013,Paraiba,may,3,01/01/2013,,,,
2014,Paraiba,may,1,01/01/2014,,,,
2015,Paraiba,may,6,01/01/2015,,,,
2016,Paraiba,may,1,01/01/2016,,,,
2017,Paraiba,may,1,01/01/2017,,,,
1998,Paraiba,jun,3,01/01/1998,,,,
1999,Paraiba,jun,1,01/01/1999,,,,
2000,Paraiba,jun,2,01/01/2000,,,,
2001,Paraiba,jun,0,01/01/2001,,,,
2002,Paraiba,jun,1,01/01/2002,,,,
2003,Paraiba,jun,0,01/01/2003,,,,
2004,Paraiba,jun,0,01/01/2004,,,,
2005,Paraiba,jun,0,01/01/2005,,,,
2006,Paraiba,jun,0,01/01/2006,,,,
2007,Paraiba,jun,0,01/01/2007,,,,
2008,Paraiba,jun,0,01/01/2008,,,,
2009,Paraiba,jun,0,01/01/2009,,,,
2010,Paraiba,jun,3,01/01/2010,,,,
2011,Paraiba,jun,2,01/01/2011,,,,
2012,Paraiba,jun,5,01/01/2012,,,,
2013,Paraiba,jun,3,01/01/2013,,,,
2014,Paraiba,jun,1,01/01/2014,,,,
2015,Paraiba,jun,0,01/01/2015,,,,
2016,Paraiba,jun,4,01/01/2016,,,,
2017,Paraiba,jun,0,01/01/2017,,,,
1998,Paraiba,jul,0,01/01/1998,,,,
1999,Paraiba,jul,1,01/01/1999,,,,
2000,Paraiba,jul,0,01/01/2000,,,,
2001,Paraiba,jul,8,01/01/2001,,,,
2002,Paraiba,jul,8,01/01/2002,,,,
2003,Paraiba,jul,6,01/01/2003,,,,
2004,Paraiba,jul,1,01/01/2004,,,,
2005,Paraiba,jul,0,01/01/2005,,,,
2006,Paraiba,jul,1,01/01/2006,,,,
2007,Paraiba,jul,1,01/01/2007,,,,
2008,Paraiba,jul,0,01/01/2008,,,,
2009,Paraiba,jul,3,01/01/2009,,,,
2010,Paraiba,jul,7,01/01/2010,,,,
2011,Paraiba,jul,6,01/01/2011,,,,
2012,Paraiba,jul,5,01/01/2012,,,,
2013,Paraiba,jul,1,01/01/2013,,,,
2014,Paraiba,jul,9,01/01/2014,,,,
2015,Paraiba,jul,3,01/01/2015,,,,
2016,Paraiba,jul,22,01/01/2016,,,,
2017,Paraiba,jul,2,01/01/2017,,,,
1998,Paraiba,aug,3,01/01/1998,,,,
1999,Paraiba,aug,4,01/01/1999,,,,
2000,Paraiba,aug,7,01/01/2000,,,,
2001,Paraiba,aug,34,01/01/2001,,,,
2002,Paraiba,aug,38,01/01/2002,,,,
2003,Paraiba,aug,14,01/01/2003,,,,
2004,Paraiba,aug,18,01/01/2004,,,,
2005,Paraiba,aug,0,01/01/2005,,,,
2006,Paraiba,aug,3,01/01/2006,,,,
2007,Paraiba,aug,8,01/01/2007,,,,
2008,Paraiba,aug,1,01/01/2008,,,,
2009,Paraiba,aug,4,01/01/2009,,,,
2010,Paraiba,aug,9,01/01/2010,,,,
2011,Paraiba,aug,12,01/01/2011,,,,
2012,Paraiba,aug,13,01/01/2012,,,,
2013,Paraiba,aug,3,01/01/2013,,,,
2014,Paraiba,aug,30,01/01/2014,,,,
2015,Paraiba,aug,5,01/01/2015,,,,
2016,Paraiba,aug,50,01/01/2016,,,,
2017,Paraiba,aug,3,01/01/2017,,,,
1998,Paraiba,sep,50,01/01/1998,,,,
1999,Paraiba,sep,14,01/01/1999,,,,
2000,Paraiba,sep,9,01/01/2000,,,,
2001,Paraiba,sep,98,01/01/2001,,,,
2002,Paraiba,sep,63,01/01/2002,,,,
2003,Paraiba,sep,81,01/01/2003,,,,
2004,Paraiba,sep,34,01/01/2004,,,,
2005,Paraiba,sep,13,01/01/2005,,,,
2006,Paraiba,sep,27,01/01/2006,,,,
2007,Paraiba,sep,22,01/01/2007,,,,
2008,Paraiba,sep,21,01/01/2008,,,,
2009,Paraiba,sep,28,01/01/2009,,,,
2010,Paraiba,sep,37,01/01/2010,,,,
2011,Paraiba,sep,55,01/01/2011,,,,
2012,Paraiba,sep,71,01/01/2012,,,,
2013,Paraiba,sep,25,01/01/2013,,,,
2014,Paraiba,sep,51,01/01/2014,,,,
2015,Paraiba,sep,48,01/01/2015,,,,
2016,Paraiba,sep,131,01/01/2016,,,,
2017,Paraiba,sep,30,01/01/2017,,,,
1998,Paraiba,oct,179,01/01/1998,,,,
1999,Paraiba,oct,48,01/01/1999,,,,
2000,Paraiba,oct,125,01/01/2000,,,,
2001,Paraiba,oct,279,01/01/2001,,,,
2002,Paraiba,oct,193,01/01/2002,,,,
2003,Paraiba,oct,381,01/01/2003,,,,
2004,Paraiba,oct,190,01/01/2004,,,,
2005,Paraiba,oct,155,01/01/2005,,,,
2006,Paraiba,oct,135,01/01/2006,,,,
2007,Paraiba,oct,111,01/01/2007,,,,
2008,Paraiba,oct,80,01/01/2008,,,,
2009,Paraiba,oct,117,01/01/2009,,,,
2010,Paraiba,oct,150,01/01/2010,,,,
2011,Paraiba,oct,200,01/01/2011,,,,
2012,Paraiba,oct,136,01/01/2012,,,,
2013,Paraiba,oct,58,01/01/2013,,,,
2014,Paraiba,oct,70,01/01/2014,,,,
2015,Paraiba,oct,121,01/01/2015,,,,
2016,Paraiba,oct,304,01/01/2016,,,,
2017,Paraiba,oct,123,01/01/2017,,,,
1998,Paraiba,nov,46,01/01/1998,,,,
1999,Paraiba,nov,38,01/01/1999,,,,
2000,Paraiba,nov,65,01/01/2000,,,,
2001,Paraiba,nov,294,01/01/2001,,,,
2002,Paraiba,nov,238,01/01/2002,,,,
2003,Paraiba,nov,538,01/01/2003,,,,
2004,Paraiba,nov,331,01/01/2004,,,,
2005,Paraiba,nov,280,01/01/2005,,,,
2006,Paraiba,nov,215,01/01/2006,,,,
2007,Paraiba,nov,256,01/01/2007,,,,
2008,Paraiba,nov,175,01/01/2008,,,,
2009,Paraiba,nov,428,01/01/2009,,,,
2010,Paraiba,nov,451,01/01/2010,,,,
2011,Paraiba,nov,359,01/01/2011,,,,
2012,Paraiba,nov,130,01/01/2012,,,,
2013,Paraiba,nov,95,01/01/2013,,,,
2014,Paraiba,nov,111,01/01/2014,,,,
2015,Paraiba,nov,206,01/01/2015,,,,
2016,Paraiba,nov,132,01/01/2016,,,,
2017,Paraiba,nov,101,01/01/2017,,,,
1998,Paraiba,dec,51,01/01/1998,,,,
1999,Paraiba,dec,40,01/01/1999,,,,
2000,Paraiba,dec,34,01/01/2000,,,,
2001,Paraiba,dec,70,01/01/2001,,,,
2002,Paraiba,dec,163,01/01/2002,,,,
2003,Paraiba,dec,288,01/01/2003,,,,
2004,Paraiba,dec,351,01/01/2004,,,,
2005,Paraiba,dec,159,01/01/2005,,,,
2006,Paraiba,dec,196,01/01/2006,,,,
2007,Paraiba,dec,133,01/01/2007,,,,
2008,Paraiba,dec,187,01/01/2008,,,,
2009,Paraiba,dec,270,01/01/2009,,,,
2010,Paraiba,dec,65,01/01/2010,,,,
2011,Paraiba,dec,179,01/01/2011,,,,
2012,Paraiba,dec,62,01/01/2012,,,,
2013,Paraiba,dec,78,01/01/2013,,,,
2014,Paraiba,dec,62,01/01/2014,,,,
2015,Paraiba,dec,122,01/01/2015,,,,
2016,Paraiba,dec,8,01/01/2016,,,,
1998,Paraiba,jan,0,01/01/1998,,,,
1999,Paraiba,jan,7,01/01/1999,,,,
2000,Paraiba,jan,49,01/01/2000,,,,
2001,Paraiba,jan,32,01/01/2001,,,,
2002,Paraiba,jan,47,01/01/2002,,,,
2003,Paraiba,jan,109,01/01/2003,,,,
2004,Paraiba,jan,88,01/01/2004,,,,
2005,Paraiba,jan,55,01/01/2005,,,,
2006,Paraiba,jan,78,01/01/2006,,,,
2007,Paraiba,jan,11,01/01/2007,,,,
2008,Paraiba,jan,35,01/01/2008,,,,
2009,Paraiba,jan,35,01/01/2009,,,,
2010,Paraiba,jan,18,01/01/2010,,,,
2011,Paraiba,jan,35,01/01/2011,,,,
2012,Paraiba,jan,31,01/01/2012,,,,
2013,Paraiba,jan,28,01/01/2013,,,,
2014,Paraiba,jan,86,01/01/2014,,,,
2015,Paraiba,jan,120,01/01/2015,,,,
2016,Paraiba,jan,113,01/01/2016,,,,
2017,Paraiba,jan,55,01/01/2017,,,,
1998,Paraiba,feb,0,01/01/1998,,,,
1999,Paraiba,feb,22,01/01/1999,,,,
2000,Paraiba,feb,67,01/01/2000,,,,
2001,Paraiba,feb,8,01/01/2001,,,,
2002,Paraiba,feb,24,01/01/2002,,,,
2003,Paraiba,feb,46,01/01/2003,,,,
2004,Paraiba,feb,42,01/01/2004,,,,
2005,Paraiba,feb,77,01/01/2005,,,,
2006,Paraiba,feb,60,01/01/2006,,,,
2007,Paraiba,feb,32,01/01/2007,,,,
2008,Paraiba,feb,38,01/01/2008,,,,
2009,Paraiba,feb,21,01/01/2009,,,,
2010,Paraiba,feb,46,01/01/2010,,,,
2011,Paraiba,feb,8,01/01/2011,,,,
2012,Paraiba,feb,40,01/01/2012,,,,
2013,Paraiba,feb,9,01/01/2013,,,,
2014,Paraiba,feb,52,01/01/2014,,,,
2015,Paraiba,feb,58,01/01/2015,,,,
2016,Paraiba,feb,31,01/01/2016,,,,
2017,Paraiba,feb,60,01/01/2017,,,,
1998,Paraiba,mar,0,01/01/1998,,,,
1999,Paraiba,mar,40,01/01/1999,,,,
2000,Paraiba,mar,52,01/01/2000,,,,
2001,Paraiba,mar,12,01/01/2001,,,,
2002,Paraiba,mar,18,01/01/2002,,,,
2003,Paraiba,mar,76,01/01/2003,,,,
2004,Paraiba,mar,83,01/01/2004,,,,
2005,Paraiba,mar,84,01/01/2005,,,,
2006,Paraiba,mar,56,01/01/2006,,,,
2007,Paraiba,mar,54,01/01/2007,,,,
2008,Paraiba,mar,43,01/01/2008,,,,
2009,Paraiba,mar,57,01/01/2009,,,,
2010,Paraiba,mar,22,01/01/2010,,,,
2011,Paraiba,mar,21,01/01/2011,,,,
2012,Paraiba,mar,55,01/01/2012,,,,
2013,Paraiba,mar,18,01/01/2013,,,,
2014,Paraiba,mar,42,01/01/2014,,,,
2015,Paraiba,mar,55,01/01/2015,,,,
2016,Paraiba,mar,63,01/01/2016,,,,
2017,Paraiba,mar,43,01/01/2017,,,,
1998,Paraiba,apr,0,01/01/1998,,,,
1999,Paraiba,apr,39,01/01/1999,,,,
2000,Paraiba,apr,51,01/01/2000,,,,
2001,Paraiba,apr,43,01/01/2001,,,,
2002,Paraiba,apr,84,01/01/2002,,,,
2003,Paraiba,apr,130,01/01/2003,,,,
2004,Paraiba,apr,68,01/01/2004,,,,
2005,Paraiba,apr,22,01/01/2005,,,,
2006,Paraiba,apr,49,01/01/2006,,,,
2007,Paraiba,apr,14,01/01/2007,,,,
2008,Paraiba,apr,62,01/01/2008,,,,
2009,Paraiba,apr,80,01/01/2009,,,,
2010,Paraiba,apr,71,01/01/2010,,,,
2011,Paraiba,apr,38,01/01/2011,,,,
2012,Paraiba,apr,38,01/01/2012,,,,
2013,Paraiba,apr,72,01/01/2013,,,,
2014,Paraiba,apr,38,01/01/2014,,,,
2015,Paraiba,apr,83,01/01/2015,,,,
2016,Paraiba,apr,167,01/01/2016,,,,
2017,Paraiba,apr,77,01/01/2017,,,,
1998,Paraiba,may,0,01/01/1998,,,,
1999,Paraiba,may,57,01/01/1999,,,,
2000,Paraiba,may,43,01/01/2000,,,,
2001,Paraiba,may,26,01/01/2001,,,,
2002,Paraiba,may,65,01/01/2002,,,,
2003,Paraiba,may,115,01/01/2003,,,,
2004,Paraiba,may,9,01/01/2004,,,,
2005,Paraiba,may,125,01/01/2005,,,,
2006,Paraiba,may,90,01/01/2006,,,,
2007,Paraiba,may,14,01/01/2007,,,,
2008,Paraiba,may,41,01/01/2008,,,,
2009,Paraiba,may,117,01/01/2009,,,,
2010,Paraiba,may,39,01/01/2010,,,,
2011,Paraiba,may,97,01/01/2011,,,,
2012,Paraiba,may,86,01/01/2012,,,,
2013,Paraiba,may,85,01/01/2013,,,,
2014,Paraiba,may,109,01/01/2014,,,,
2015,Paraiba,may,77,01/01/2015,,,,
2016,Paraiba,may,72,01/01/2016,,,,
2017,Paraiba,may,49,01/01/2017,,,,
1998,Paraiba,jun,36,01/01/1998,,,,
1999,Paraiba,jun,31,01/01/1999,,,,
2000,Paraiba,jun,53,01/01/2000,,,,
2001,Paraiba,jun,43,01/01/2001,,,,
2002,Paraiba,jun,115,01/01/2002,,,,
2003,Paraiba,jun,159,01/01/2003,,,,
2004,Paraiba,jun,147,01/01/2004,,,,
2005,Paraiba,jun,114,01/01/2005,,,,
2006,Paraiba,jun,62,01/01/2006,,,,
2007,Paraiba,jun,57,01/01/2007,,,,
2008,Paraiba,jun,17,01/01/2008,,,,
2009,Paraiba,jun,105,01/01/2009,,,,
2010,Paraiba,jun,55,01/01/2010,,,,
2011,Paraiba,jun,162,01/01/2011,,,,
2012,Paraiba,jun,77,01/01/2012,,,,
2013,Paraiba,jun,52,01/01/2013,,,,
2014,Paraiba,jun,112,01/01/2014,,,,
2015,Paraiba,jun,201,01/01/2015,,,,
2016,Paraiba,jun,238,01/01/2016,,,,
2017,Paraiba,jun,169,01/01/2017,,,,
1998,Paraiba,jul,59,01/01/1998,,,,
1999,Paraiba,jul,94,01/01/1999,,,,
2000,Paraiba,jul,98,01/01/2000,,,,
2001,Paraiba,jul,122,01/01/2001,,,,
2002,Paraiba,jul,172,01/01/2002,,,,
2003,Paraiba,jul,101,01/01/2003,,,,
2004,Paraiba,jul,148,01/01/2004,,,,
2005,Paraiba,jul,155,01/01/2005,,,,
2006,Paraiba,jul,139,01/01/2006,,,,
2007,Paraiba,jul,60,01/01/2007,,,,
2008,Paraiba,jul,87,01/01/2008,,,,
2009,Paraiba,jul,34,01/01/2009,,,,
2010,Paraiba,jul,196,01/01/2010,,,,
2011,Paraiba,jul,262,01/01/2011,,,,
2012,Paraiba,jul,111,01/01/2012,,,,
2013,Paraiba,jul,168,01/01/2013,,,,
2014,Paraiba,jul,215,01/01/2014,,,,
2015,Paraiba,jul,137,01/01/2015,,,,
2016,Paraiba,jul,504,01/01/2016,,,,
2017,Paraiba,jul,891,01/01/2017,,,,
1998,Paraiba,aug,42,01/01/1998,,,,
1999,Paraiba,aug,938,01/01/1999,,,,
2000,Paraiba,aug,849,01/01/2000,,,,
2001,Paraiba,aug,342,01/01/2001,,,,
2002,Paraiba,aug,1.593,01/01/2002,,,,
2003,Paraiba,aug,1.896,01/01/2003,,,,
2004,Paraiba,aug,1.237,01/01/2004,,,,
2005,Paraiba,aug,800,01/01/2005,,,,
2006,Paraiba,aug,844,01/01/2006,,,,
2007,Paraiba,aug,580,01/01/2007,,,,
2008,Paraiba,aug,205,01/01/2008,,,,
2009,Paraiba,aug,844,01/01/2009,,,,
2010,Paraiba,aug,733,01/01/2010,,,,
2011,Paraiba,aug,435,01/01/2011,,,,
2012,Paraiba,aug,522,01/01/2012,,,,
2013,Paraiba,aug,481,01/01/2013,,,,
2014,Paraiba,aug,646,01/01/2014,,,,
2015,Paraiba,aug,651,01/01/2015,,,,
2016,Paraiba,aug,1.01,01/01/2016,,,,
2017,Paraiba,aug,987,01/01/2017,,,,
1998,Paraiba,sep,61,01/01/1998,,,,
1999,Paraiba,sep,878,01/01/1999,,,,
2000,Paraiba,sep,381,01/01/2000,,,,
2001,Paraiba,sep,258,01/01/2001,,,,
2002,Paraiba,sep,1.071,01/01/2002,,,,
2003,Paraiba,sep,2.446,01/01/2003,,,,
2004,Paraiba,sep,1.36,01/01/2004,,,,
2005,Paraiba,sep,386,01/01/2005,,,,
2006,Paraiba,sep,866,01/01/2006,,,,
2007,Paraiba,sep,960,01/01/2007,,,,
2008,Paraiba,sep,413,01/01/2008,,,,
2009,Paraiba,sep,149,01/01/2009,,,,
2010,Paraiba,sep,270,01/01/2010,,,,
2011,Paraiba,sep,913,01/01/2011,,,,
2012,Paraiba,sep,459,01/01/2012,,,,
2013,Paraiba,sep,476,01/01/2013,,,,
2014,Paraiba,sep,443,01/01/2014,,,,
2015,Paraiba,sep,599,01/01/2015,,,,
2016,Paraiba,sep,1.371,01/01/2016,,,,
2017,Paraiba,sep,1.706,01/01/2017,,,,
1998,Paraiba,oct,61,01/01/1998,,,,
1999,Paraiba,oct,452,01/01/1999,,,,
2000,Paraiba,oct,658,01/01/2000,,,,
2001,Paraiba,oct,209,01/01/2001,,,,
2002,Paraiba,oct,399,01/01/2002,,,,
2003,Paraiba,oct,1.228,01/01/2003,,,,
2004,Paraiba,oct,666,01/01/2004,,,,
2005,Paraiba,oct,157,01/01/2005,,,,
2006,Paraiba,oct,327,01/01/2006,,,,
2007,Paraiba,oct,194,01/01/2007,,,,
2008,Paraiba,oct,78,01/01/2008,,,,
2009,Paraiba,oct,424,01/01/2009,,,,
2010,Paraiba,oct,230,01/01/2010,,,,
2011,Paraiba,oct,256,01/01/2011,,,,
2012,Paraiba,oct,145,01/01/2012,,,,
2013,Paraiba,oct,233,01/01/2013,,,,
2014,Paraiba,oct,411,01/01/2014,,,,
2015,Paraiba,oct,158,01/01/2015,,,,
2016,Paraiba,oct,193,01/01/2016,,,,
2017,Paraiba,oct,134,01/01/2017,,,,
1998,Paraiba,nov,143,01/01/1998,,,,
1999,Paraiba,nov,447,01/01/1999,,,,
2000,Paraiba,nov,85,01/01/2000,,,,
2001,Paraiba,nov,89,01/01/2001,,,,
2002,Paraiba,nov,425,01/01/2002,,,,
2003,Paraiba,nov,503,01/01/2003,,,,
2004,Paraiba,nov,388,01/01/2004,,,,
2005,Paraiba,nov,597,01/01/2005,,,,
2006,Paraiba,nov,60,01/01/2006,,,,
2007,Paraiba,nov,59,01/01/2007,,,,
2008,Paraiba,nov,39,01/01/2008,,,,
2009,Paraiba,nov,90,01/01/2009,,,,
2010,Paraiba,nov,183,01/01/2010,,,,
2011,Paraiba,nov,138,01/01/2011,,,,
2012,Paraiba,nov,142,01/01/2012,,,,
2013,Paraiba,nov,126,01/01/2013,,,,
2014,Paraiba,nov,68,01/01/2014,,,,
2015,Paraiba,nov,18,01/01/2015,,,,
2016,Paraiba,nov,275,01/01/2016,,,,
2017,Paraiba,nov,292,01/01/2017,,,,
1998,Paraiba,dec,82,01/01/1998,,,,
1999,Paraiba,dec,254,01/01/1999,,,,
2000,Paraiba,dec,159,01/01/2000,,,,
2001,Paraiba,dec,85,01/01/2001,,,,
2002,Paraiba,dec,165,01/01/2002,,,,
2003,Paraiba,dec,171,01/01/2003,,,,
2004,Paraiba,dec,151,01/01/2004,,,,
2005,Paraiba,dec,40,01/01/2005,,,,
2006,Paraiba,dec,6,01/01/2006,,,,
2007,Paraiba,dec,22,01/01/2007,,,,
2008,Paraiba,dec,62,01/01/2008,,,,
2009,Paraiba,dec,30,01/01/2009,,,,
2010,Paraiba,dec,37,01/01/2010,,,,
2011,Paraiba,dec,78,01/01/2011,,,,
2012,Paraiba,dec,54,01/01/2012,,,,
2013,Paraiba,dec,155,01/01/2013,,,,
2014,Paraiba,dec,78,01/01/2014,,,,
2015,Paraiba,dec,30,01/01/2015,,,,
2016,Paraiba,dec,45,01/01/2016,,,,
1998,Pernambuco,jan,0,01/01/1998,,,,
1999,Pernambuco,jan,102,01/01/1999,,,,
2000,Pernambuco,jan,3,01/01/2000,,,,
2001,Pernambuco,jan,7,01/01/2001,,,,
2002,Pernambuco,jan,10,01/01/2002,,,,
2003,Pernambuco,jan,188,01/01/2003,,,,
2004,Pernambuco,jan,29,01/01/2004,,,,
2005,Pernambuco,jan,221,01/01/2005,,,,
2006,Pernambuco,jan,148,01/01/2006,,,,
2007,Pernambuco,jan,156,01/01/2007,,,,
2008,Pernambuco,jan,170,01/01/2008,,,,
2009,Pernambuco,jan,256,01/01/2009,,,,
2010,Pernambuco,jan,47,01/01/2010,,,,
2011,Pernambuco,jan,49,01/01/2011,,,,
2012,Pernambuco,jan,146,01/01/2012,,,,
2013,Pernambuco,jan,55,01/01/2013,,,,
2014,Pernambuco,jan,99,01/01/2014,,,,
2015,Pernambuco,jan,109,01/01/2015,,,,
2016,Pernambuco,jan,24,01/01/2016,,,,
2017,Pernambuco,jan,52,01/01/2017,,,,
1998,Pernambuco,feb,0,01/01/1998,,,,
1999,Pernambuco,feb,13,01/01/1999,,,,
2000,Pernambuco,feb,4,01/01/2000,,,,
2001,Pernambuco,feb,2,01/01/2001,,,,
2002,Pernambuco,feb,19,01/01/2002,,,,
2003,Pernambuco,feb,35,01/01/2003,,,,
2004,Pernambuco,feb,8,01/01/2004,,,,
2005,Pernambuco,feb,33,01/01/2005,,,,
2006,Pernambuco,feb,41,01/01/2006,,,,
2007,Pernambuco,feb,21,01/01/2007,,,,
2008,Pernambuco,feb,48,01/01/2008,,,,
2009,Pernambuco,feb,28,01/01/2009,,,,
2010,Pernambuco,feb,33,01/01/2010,,,,
2011,Pernambuco,feb,25,01/01/2011,,,,
2012,Pernambuco,feb,64,01/01/2012,,,,
