"","year","state","month","number","date","area","rain","wind","temp"
"3561",2011,"Paraiba","nov",359,"01/01/2011",0,0,3.1,18.4
"3562",2012,"Paraiba","nov",130,"01/01/2012",42.87,0,4.5,33.3
"3563",2013,"Paraiba","nov",95,"01/01/2013",0,0,3.6,28.7
"3564",2014,"Paraiba","nov",111,"01/01/2014",0,0,4.9,12.7
"3565",2015,"Paraiba","nov",206,"01/01/2015",0,0,5.4,28.7
"3566",2016,"Paraiba","nov",132,"01/01/2016",0,0,2.2,24.2
"3567",2017,"Paraiba","nov",101,"01/01/2017",0,0,2.7,24.6
"3568",1998,"Paraiba","dec",51,"01/01/1998",0,0,3.1,20.7
"3569",1999,"Paraiba","dec",40,"01/01/1999",0,0,4.9,24.3
"3570",2000,"Paraiba","dec",34,"01/01/2000",0,0,3.1,25.5
"3571",2001,"Paraiba","dec",70,"01/01/2001",0,0,2.2,24.2
"3572",2002,"Paraiba","dec",163,"01/01/2002",1.47,0,2.7,24.2
"3573",2003,"Paraiba","dec",288,"01/01/2003",0,0,2.2,19.1
"3574",2004,"Paraiba","dec",351,"01/01/2004",0,0,5.4,23.4
"3575",2005,"Paraiba","dec",159,"01/01/2005",0.72,0,3.1,18.3
"3576",2006,"Paraiba","dec",196,"01/01/2006",0,0,4.5,18.9
"3577",2007,"Paraiba","dec",133,"01/01/2007",36.85,0,2.7,16.2
"3578",2008,"Paraiba","dec",187,"01/01/2008",5.39,0,6.3,19.3
"3579",2009,"Paraiba","dec",270,"01/01/2009",0.75,0,3.6,15.9
"3580",2010,"Paraiba","dec",65,"01/01/2010",3.3,0,4.5,24.3
"3581",2011,"Paraiba","dec",179,"01/01/2011",0,0,2.7,23.7
"3582",2012,"Paraiba","dec",62,"01/01/2012",0,0,6.3,20.6
"3583",2013,"Paraiba","dec",78,"01/01/2013",2.75,0,5.4,18.2
"3584",2014,"Paraiba","dec",62,"01/01/2014",0,0,1.8,22.3
"3585",2015,"Paraiba","dec",122,"01/01/2015",6.54,0,3.1,19.2
"3586",2016,"Paraiba","dec",8,"01/01/2016",24.59,0,8.5,5.1
"3587",1998,"Paraiba","jan",0,"01/01/1998",0,0,6.7,20.6
"3588",1999,"Paraiba","jan",7,"01/01/1999",0,0,3.6,25.3
"3589",2000,"Paraiba","jan",49,"01/01/2000",0,0,7.6,12.6
"3590",2001,"Paraiba","jan",32,"01/01/2001",11.19,0,3.1,13.3
"3591",2002,"Paraiba","jan",47,"01/01/2002",7.3,0,6.3,15.2
"3592",2003,"Paraiba","jan",109,"01/01/2003",0,0,3.6,20.6
"3593",2004,"Paraiba","jan",88,"01/01/2004",0,0,1.8,10.9
"3594",2005,"Paraiba","jan",55,"01/01/2005",9.96,0,4.5,16.8
"3595",2006,"Paraiba","jan",78,"01/01/2006",0,0,4,18.8
"3596",2007,"Paraiba","jan",11,"01/01/2007",1.23,0,4.5,22.1
"3597",2008,"Paraiba","jan",35,"01/01/2008",0,0,2.2,14.2
"3598",2009,"Paraiba","jan",35,"01/01/2009",0,0,4.9,22.6
"3599",2010,"Paraiba","jan",18,"01/01/2010",0,0,6.7,22.8
"3600",2011,"Paraiba","jan",35,"01/01/2011",0,0,2.2,20.3
"3601",2012,"Paraiba","jan",31,"01/01/2012",0.75,0,2.2,18.7
"3602",2013,"Paraiba","jan",28,"01/01/2013",0.61,0,4.5,15.4
"3603",2014,"Paraiba","jan",86,"01/01/2014",0,0,4.5,16.6
"3604",2015,"Paraiba","jan",120,"01/01/2015",0,0,0.9,21.4
"3605",2016,"Paraiba","jan",113,"01/01/2016",0.52,0,5.8,12.8
"3606",2017,"Paraiba","jan",55,"01/01/2017",0,0,5.4,15.9
"3607",1998,"Paraiba","feb",0,"01/01/1998",2.55,0,2.7,30.8
"3608",1999,"Paraiba","feb",22,"01/01/1999",0,0,2.7,21.8
"3609",2000,"Paraiba","feb",67,"01/01/2000",6.44,0,7.6,22.4
"3610",2001,"Paraiba","feb",8,"01/01/2001",1.19,0,3.6,25
"3611",2002,"Paraiba","feb",24,"01/01/2002",0,0,4.5,20.3
"3612",2003,"Paraiba","feb",46,"01/01/2003",1.52,0,2.7,19.3
"3613",2004,"Paraiba","feb",42,"01/01/2004",2.13,0,5.4,5.1
"3614",2005,"Paraiba","feb",77,"01/01/2005",9.41,0,5.4,12.8
"3615",2006,"Paraiba","feb",60,"01/01/2006",0,0,4.9,4.2
"3616",2007,"Paraiba","feb",32,"01/01/2007",0,0,3.1,14.7
"3617",2008,"Paraiba","feb",38,"01/01/2008",0,0,3.1,28.6
"3618",2009,"Paraiba","feb",21,"01/01/2009",0,0,1.3,18.2
"3619",2010,"Paraiba","feb",46,"01/01/2010",31.86,0,5.4,28.2
"3620",2011,"Paraiba","feb",8,"01/01/2011",18.3,0,6.7,22.6
"3621",2012,"Paraiba","feb",40,"01/01/2012",0,0,3.6,32.4
"3622",2013,"Paraiba","feb",9,"01/01/2013",0,0,6.3,11
"3623",2014,"Paraiba","feb",52,"01/01/2014",0,0,2.7,20.5
"3624",2015,"Paraiba","feb",58,"01/01/2015",0,0,3.1,17.4
"3625",2016,"Paraiba","feb",31,"01/01/2016",0,0,5.8,17.1
"3626",2017,"Paraiba","feb",60,"01/01/2017",0,0,5.4,18.4
"3627",1998,"Paraiba","mar",0,"01/01/1998",2.21,0,3.1,18.9
"3628",1999,"Paraiba","mar",40,"01/01/1999",9.96,0,4.9,12.2
"3629",2000,"Paraiba","mar",52,"01/01/2000",0,0,6.3,15.9
"3630",2001,"Paraiba","mar",12,"01/01/2001",0,0,2.2,20.8
"3631",2002,"Paraiba","mar",18,"01/01/2002",0,0,3.6,19.6
"3632",2003,"Paraiba","mar",76,"01/01/2003",10.73,0,3.1,29.3
"3633",2004,"Paraiba","mar",83,"01/01/2004",0,0,2.7,24.1
"3634",2005,"Paraiba","mar",84,"01/01/2005",0,0,2.7,19.1
"3635",2006,"Paraiba","mar",56,"01/01/2006",1.69,0,3.1,17.1
"3636",2007,"Paraiba","mar",54,"01/01/2007",14.57,0,4.5,11.8
"3637",2008,"Paraiba","mar",43,"01/01/2008",3.19,0,2.7,17.1
"3638",2009,"Paraiba","mar",57,"01/01/2009",0,0,2.7,11.6
"3639",2010,"Paraiba","mar",22,"01/01/2010",0,0,5.4,21.3
"3640",2011,"Paraiba","mar",21,"01/01/2011",4.53,0,1.3,22.2
"3641",2012,"Paraiba","mar",55,"01/01/2012",1.47,0,6.3,20.8
"3642",2013,"Paraiba","mar",18,"01/01/2013",1.76,0,3.6,19.7
"3643",2014,"Paraiba","mar",42,"01/01/2014",0,0,2.2,18.6
"3644",2015,"Paraiba","mar",55,"01/01/2015",0,0,6.7,22.4
"3645",2016,"Paraiba","mar",63,"01/01/2016",0,0,5.8,19.3
"3646",2017,"Paraiba","mar",43,"01/01/2017",17.2,0,3.1,18.8
"3647",1998,"Paraiba","apr",0,"01/01/1998",0,0,1.8,23.9
"3648",1999,"Paraiba","apr",39,"01/01/1999",49.37,0,8,19.3
"3649",2000,"Paraiba","apr",51,"01/01/2000",5.65,0,2.2,27.8
"3650",2001,"Paraiba","apr",43,"01/01/2001",0,0,2.7,17.4
"3651",2002,"Paraiba","apr",84,"01/01/2002",30.32,0,2.2,13.9
"3652",2003,"Paraiba","apr",130,"01/01/2003",0,0,5.4,28.7
"3653",2004,"Paraiba","apr",68,"01/01/2004",0,0,5.4,13.1
"3654",2005,"Paraiba","apr",22,"01/01/2005",0,0,5.4,24.6
"3655",2006,"Paraiba","apr",49,"01/01/2006",54.29,0,5.4,20.3
"3656",2007,"Paraiba","apr",14,"01/01/2007",0,0,4.5,19.7
"3657",2008,"Paraiba","apr",62,"01/01/2008",0,0,5.4,17.4
"3658",2009,"Paraiba","apr",80,"01/01/2009",10.13,0,3.1,17.8
"3659",2010,"Paraiba","apr",71,"01/01/2010",0,0,3.1,20.4
"3660",2011,"Paraiba","apr",38,"01/01/2011",71.3,0,1.8,23.7
"3661",2012,"Paraiba","apr",38,"01/01/2012",0,0,3.1,25.3
"3662",2013,"Paraiba","apr",72,"01/01/2013",0,0,1.8,27.8
"3663",2014,"Paraiba","apr",38,"01/01/2014",0,0,4.9,15.2
"3664",2015,"Paraiba","apr",83,"01/01/2015",71.3,0,2.7,17.8
"3665",2016,"Paraiba","apr",167,"01/01/2016",4.96,0,2.2,22.1
"3666",2017,"Paraiba","apr",77,"01/01/2017",1.1,0,3.1,21.7
"3667",1998,"Paraiba","may",0,"01/01/1998",0,0,3.1,19.6
"3668",1999,"Paraiba","may",57,"01/01/1999",2.64,0,5.4,26.4
"3669",2000,"Paraiba","may",43,"01/01/2000",0,0,3.1,19
"3670",2001,"Paraiba","may",26,"01/01/2001",0,0,4,20.8
"3671",2002,"Paraiba","may",65,"01/01/2002",0,0,5.4,14.7
"3672",2003,"Paraiba","may",115,"01/01/2003",2.47,0,4,12.9
"3673",2004,"Paraiba","may",9,"01/01/2004",0,0,4.9,22.2
"3674",2005,"Paraiba","may",125,"01/01/2005",0,0,2.2,22.2
"3675",2006,"Paraiba","may",90,"01/01/2006",1.95,0,5.4,20.1
"3676",2007,"Paraiba","may",14,"01/01/2007",3.71,0,4.5,29.2
"3677",2008,"Paraiba","may",41,"01/01/2008",58.3,0,0.9,13.7
"3678",2009,"Paraiba","may",117,"01/01/2009",0,0,7.6,15.2
"3679",2010,"Paraiba","may",39,"01/01/2010",4.25,0,4.5,23.7
"3680",2011,"Paraiba","may",97,"01/01/2011",0,0,2.2,19.1
"3681",2012,"Paraiba","may",86,"01/01/2012",0,0,3.1,25
"3682",2013,"Paraiba","may",85,"01/01/2013",0,0,4.9,17.3
"3683",2014,"Paraiba","may",109,"01/01/2014",24.23,0,1.8,16.1
"3684",2015,"Paraiba","may",77,"01/01/2015",28.74,0,5.8,11
"3685",2016,"Paraiba","may",72,"01/01/2016",0,0,4.5,11.6
"3686",2017,"Paraiba","may",49,"01/01/2017",2.01,0,0.9,21.5
"3687",1998,"Paraiba","jun",36,"01/01/1998",0,0,2.2,19.3
"3688",1999,"Paraiba","jun",31,"01/01/1999",28.66,0,3.1,18.7
"3689",2000,"Paraiba","jun",53,"01/01/2000",0,0,2.7,17.7
"3690",2001,"Paraiba","jun",43,"01/01/2001",5.55,0,3.1,17.3
"3691",2002,"Paraiba","jun",115,"01/01/2002",2.13,0,3.1,19.7
"3692",2003,"Paraiba","jun",159,"01/01/2003",3.78,0,5.4,17.3
"3693",2004,"Paraiba","jun",147,"01/01/2004",7.02,0,2.2,10.1
"3694",2005,"Paraiba","jun",114,"01/01/2005",0,0,2.2,14.1
"3695",2006,"Paraiba","jun",62,"01/01/2006",0,0,8,13.7
"3696",2007,"Paraiba","jun",57,"01/01/2007",0,0,0.9,20.8
"3697",2008,"Paraiba","jun",17,"01/01/2008",278.53,0,4.9,19.8
"3698",2009,"Paraiba","jun",105,"01/01/2009",15.64,0,6.3,20.1
"3699",2010,"Paraiba","jun",55,"01/01/2010",0,0,5.8,16.2
"3700",2011,"Paraiba","jun",162,"01/01/2011",0,0,3.6,15.9
"3701",2012,"Paraiba","jun",77,"01/01/2012",4.61,0,2.7,19.3
"3702",2013,"Paraiba","jun",52,"01/01/2013",0,0,4.9,21.1
"3703",2014,"Paraiba","jun",112,"01/01/2014",0,0,5.4,23.4
"3704",2015,"Paraiba","jun",201,"01/01/2015",0,0,3.1,20.6
"3705",2016,"Paraiba","jun",238,"01/01/2016",31.86,0,4,20.4
"3706",2017,"Paraiba","jun",169,"01/01/2017",24.59,0,4,28.6
"3707",1998,"Paraiba","jul",59,"01/01/1998",0,0,6.3,5.5
"3708",1999,"Paraiba","jul",94,"01/01/1999",185.76,0,5.4,26.4
"3709",2000,"Paraiba","jul",98,"01/01/2000",0,0,3.1,18.8
"3710",2001,"Paraiba","jul",122,"01/01/2001",7.04,0,3.1,24.2
"3711",2002,"Paraiba","jul",172,"01/01/2002",4.25,0,3.6,20.2
"3712",2003,"Paraiba","jul",101,"01/01/2003",14.57,0,4.5,11.6
"3713",2004,"Paraiba","jul",148,"01/01/2004",26,0,7.2,22.1
"3714",2005,"Paraiba","jul",155,"01/01/2005",0,0,2.7,10.1
"3715",2006,"Paraiba","jul",139,"01/01/2006",0,0,5.8,14.7
"3716",2007,"Paraiba","jul",60,"01/01/2007",0.68,0,3.6,5.3
"3717",2008,"Paraiba","jul",87,"01/01/2008",3.93,0,5.4,15.7
"3718",2009,"Paraiba","jul",34,"01/01/2009",0.24,0,4,24.2
"3719",2010,"Paraiba","jul",196,"01/01/2010",0,0,2.2,23.1
"3720",2011,"Paraiba","jul",262,"01/01/2011",27.35,0,4,20.6
"3721",2012,"Paraiba","jul",111,"01/01/2012",0,0,5.8,25.4
"3722",2013,"Paraiba","jul",168,"01/01/2013",0,0,5.4,28.7
"3723",2014,"Paraiba","jul",215,"01/01/2014",11.32,0,1.8,10.9
"3724",2015,"Paraiba","jul",137,"01/01/2015",0,0,2.2,18.4
"3725",2016,"Paraiba","jul",504,"01/01/2016",0.43,0,5.8,4.6
"3726",2017,"Paraiba","jul",891,"01/01/2017",3.64,0,2.2,19.8
"3727",1998,"Paraiba","aug",42,"01/01/1998",51.78,0,2.2,11.3
"3728",1999,"Paraiba","aug",938,"01/01/1999",6.04,0,7.6,15.1
"3729",2000,"Paraiba","aug",849,"01/01/2000",4.61,0,5.4,17.9
"3730",2001,"Paraiba","aug",342,"01/01/2001",0,0,4.5,20.1
"3731",2002,"Paraiba","aug",1.593,"01/01/2002",2.75,0,3.6,17.6
"3732",2003,"Paraiba","aug",1.896,"01/01/2003",2.77,0,3.6,21.5
"3733",2004,"Paraiba","aug",1.237,"01/01/2004",1.36,0,4.5,19.6
"3734",2005,"Paraiba","aug",800,"01/01/2005",13.7,0,2.7,11
"3735",2006,"Paraiba","aug",844,"01/01/2006",4.42,0,2.7,18.2
"3736",2007,"Paraiba","aug",580,"01/01/2007",0,0,3.6,26.7
"3737",2008,"Paraiba","aug",205,"01/01/2008",6.44,0,5.4,16.3
"3738",2009,"Paraiba","aug",844,"01/01/2009",0,0,1.3,12.9
"3739",2010,"Paraiba","aug",733,"01/01/2010",0,0,4.9,24
"3740",2011,"Paraiba","aug",435,"01/01/2011",0,0,5.4,13.4
"3741",2012,"Paraiba","aug",522,"01/01/2012",0,0,5.4,22.8
"3742",2013,"Paraiba","aug",481,"01/01/2013",88.49,0,3.6,28
"3743",2014,"Paraiba","aug",646,"01/01/2014",9.96,0,1.8,20.1
"3744",2015,"Paraiba","aug",651,"01/01/2015",0,0,4,27.5
"3745",2016,"Paraiba","aug",1.01,"01/01/2016",0,0,5.4,18.5
"3746",2017,"Paraiba","aug",987,"01/01/2017",1.46,0,5.4,12.4
"3747",1998,"Paraiba","sep",61,"01/01/1998",0,0,3.1,8.3
"3748",1999,"Paraiba","sep",878,"01/01/1999",0,0,2.7,17.9
"3749",2000,"Paraiba","sep",381,"01/01/2000",3.71,0,2.2,18.2
"3750",2001,"Paraiba","sep",258,"01/01/2001",0,0,4.9,19.6
"3751",2002,"Paraiba","sep",1.071,"01/01/2002",0,0,3.1,20.6
"3752",2003,"Paraiba","sep",2.446,"01/01/2003",0,0,5.4,12.3
"3753",2004,"Paraiba","sep",1.36,"01/01/2004",95.18,0,4,17.1
"3754",2005,"Paraiba","sep",386,"01/01/2005",0,0,4,20.6
"3755",2006,"Paraiba","sep",866,"01/01/2006",0.79,0,4.5,11.2
"3756",2007,"Paraiba","sep",960,"01/01/2007",0,0,1.8,20.4
"3757",2008,"Paraiba","sep",413,"01/01/2008",1.64,0,4,20.7
"3758",2009,"Paraiba","sep",149,"01/01/2009",0,0,5.8,21.6
"3759",2010,"Paraiba","sep",270,"01/01/2010",0,0,2.7,32.3
"3760",2011,"Paraiba","sep",913,"01/01/2011",6.54,0,3.1,23.5
"3761",2012,"Paraiba","sep",459,"01/01/2012",0.71,0,1.3,21.3
"3762",2013,"Paraiba","sep",476,"01/01/2013",3.33,0,3.6,23.7
"3763",2014,"Paraiba","sep",443,"01/01/2014",0,0,3.1,22.2
"3764",2015,"Paraiba","sep",599,"01/01/2015",5.44,0,4,15.1
"3765",2016,"Paraiba","sep",1.371,"01/01/2016",1.75,0,2.7,12.7
"3766",2017,"Paraiba","sep",1.706,"01/01/2017",0,0,6.7,15.2
"3767",1998,"Paraiba","oct",61,"01/01/1998",3.71,0,4.9,20.1
"3768",1999,"Paraiba","oct",452,"01/01/1999",14.57,0,4,21.3
"3769",2000,"Paraiba","oct",658,"01/01/2000",0,0,2.2,24.3
"3770",2001,"Paraiba","oct",209,"01/01/2001",0,0,2.7,22.8
"3771",2002,"Paraiba","oct",399,"01/01/2002",0.24,0,4.5,20.7
"3772",2003,"Paraiba","oct",1.228,"01/01/2003",42.87,0,6.7,23.8
"3773",2004,"Paraiba","oct",666,"01/01/2004",0,0,4.9,13.8
"3774",2005,"Paraiba","oct",157,"01/01/2005",8.59,0,2.2,14.3
"3775",2006,"Paraiba","oct",327,"01/01/2006",29.48,0,3.1,5.3
"3776",2007,"Paraiba","oct",194,"01/01/2007",0,0,1.8,23
"3777",2008,"Paraiba","oct",78,"01/01/2008",0.36,0,2.7,16.3
"3778",2009,"Paraiba","oct",424,"01/01/2009",32.07,0,5.4,21.8
"3779",2010,"Paraiba","oct",230,"01/01/2010",40.54,0,2.7,18.1
"3780",2011,"Paraiba","oct",256,"01/01/2011",0,0,3.1,21.4
"3781",2012,"Paraiba","oct",145,"01/01/2012",3.2,0,6.3,20.1
"3782",2013,"Paraiba","oct",233,"01/01/2013",0,0,5.4,16.3
"3783",2014,"Paraiba","oct",411,"01/01/2014",0,0,4.5,19.7
"3784",2015,"Paraiba","oct",158,"01/01/2015",2.01,0,5.8,20.8
"3785",2016,"Paraiba","oct",193,"01/01/2016",5.97,0,3.6,20.3
"3786",2017,"Paraiba","oct",134,"01/01/2017",7.02,0,4,23.6
"3787",1998,"Paraiba","nov",143,"01/01/1998",0,0,2.2,24.9
"3788",1999,"Paraiba","nov",447,"01/01/1999",0,0,4.9,18.9
"3789",2000,"Paraiba","nov",85,"01/01/2000",38.48,0,3.1,18.3
"3790",2001,"Paraiba","nov",89,"01/01/2001",7.8,0,4.9,12.9
"3791",2002,"Paraiba","nov",425,"01/01/2002",0,0,4,15.9
"3792",2003,"Paraiba","nov",503,"01/01/2003",0,0,5.8,5.3
"3793",2004,"Paraiba","nov",388,"01/01/2004",0.24,0,5.4,20.8
"3794",2005,"Paraiba","nov",597,"01/01/2005",28.19,0,1.8,4.6
"3795",2006,"Paraiba","nov",60,"01/01/2006",0,0,2.2,20.8
"3796",2007,"Paraiba","nov",59,"01/01/2007",2.29,0,4,27.9
"3797",2008,"Paraiba","nov",39,"01/01/2008",0,0,3.1,11.3
"3798",2009,"Paraiba","nov",90,"01/01/2009",49.59,0,7.2,7.5
"3799",2010,"Paraiba","nov",183,"01/01/2010",1.76,0,3.6,26.1
"3800",2011,"Paraiba","nov",138,"01/01/2011",5.33,0,1.8,24.8
"3801",2012,"Paraiba","nov",142,"01/01/2012",0,0,1.3,24.2
"3802",2013,"Paraiba","nov",126,"01/01/2013",4.88,0,3.6,10.6
"3803",2014,"Paraiba","nov",68,"01/01/2014",2.44,0,7.6,20.6
"3804",2015,"Paraiba","nov",18,"01/01/2015",1.12,0,1.8,21
"3805",2016,"Paraiba","nov",275,"01/01/2016",0,0,3.1,12.7
"3806",2017,"Paraiba","nov",292,"01/01/2017",95.18,0,7.6,24.5
"3807",1998,"Paraiba","dec",82,"01/01/1998",3.32,0,5.4,13.9
"3808",1999,"Paraiba","dec",254,"01/01/1999",1.19,0,2.7,24.2
"3809",2000,"Paraiba","dec",159,"01/01/2000",0,0,3.1,16.8
"3810",2001,"Paraiba","dec",85,"01/01/2001",26.13,0,4,18.9
"3811",2002,"Paraiba","dec",165,"01/01/2002",64.1,0,3.1,21.3
"3812",2003,"Paraiba","dec",171,"01/01/2003",5.97,0,2.2,17.8
"3813",2004,"Paraiba","dec",151,"01/01/2004",3.64,0,1.3,16.6
"3814",2005,"Paraiba","dec",40,"01/01/2005",3.5,0,6.3,21.4
"3815",2006,"Paraiba","dec",6,"01/01/2006",0,0,2.2,14.1
"3816",2007,"Paraiba","dec",22,"01/01/2007",0,0,5.4,18.4
"3817",2008,"Paraiba","dec",62,"01/01/2008",0,0,4.5,16.8
"3818",2009,"Paraiba","dec",30,"01/01/2009",0,0,6.3,15.7
"3819",2010,"Paraiba","dec",37,"01/01/2010",0.71,0,4.5,19.3
"3820",2011,"Paraiba","dec",78,"01/01/2011",2,0,3.1,15.2
"3821",2012,"Paraiba","dec",54,"01/01/2012",6.84,0,1.8,22.3
"3822",2013,"Paraiba","dec",155,"01/01/2013",58.3,0,9.4,4.8
"3823",2014,"Paraiba","dec",78,"01/01/2014",0.17,0,3.6,21.6
"3824",2015,"Paraiba","dec",30,"01/01/2015",1.58,0,5.4,23.3
"3825",2016,"Paraiba","dec",45,"01/01/2016",2.35,0,2.2,21
"3826",1998,"Pernambuco","jan",0,"01/01/1998",0.9,0,4.9,10.6
"3827",1999,"Pernambuco","jan",102,"01/01/1999",11.22,0,2.7,18.7
"3828",2000,"Pernambuco","jan",3,"01/01/2000",2.55,0,3.1,21.9
"3829",2001,"Pernambuco","jan",7,"01/01/2001",0,0,7.6,21.2
"3830",2002,"Pernambuco","jan",10,"01/01/2002",7.48,0,3.1,24.2
"3831",2003,"Pernambuco","jan",188,"01/01/2003",0,0,2.7,21.6
"3832",2004,"Pernambuco","jan",29,"01/01/2004",0,1.4,3.1,10.3
"3833",2005,"Pernambuco","jan",221,"01/01/2005",0.43,0,3.6,23.3
"3834",2006,"Pernambuco","jan",148,"01/01/2006",46.7,0,2.7,19.8
"3835",2007,"Pernambuco","jan",156,"01/01/2007",0,0,3.1,20.8
"3836",2008,"Pernambuco","jan",170,"01/01/2008",0,0,5.4,20.4
"3837",2009,"Pernambuco","jan",256,"01/01/2009",0,0,5.4,13.3
"3838",2010,"Pernambuco","jan",47,"01/01/2010",38.48,0,4.9,12.4
"3839",2011,"Pernambuco","jan",49,"01/01/2011",0,0,1.8,20.4
"3840",2012,"Pernambuco","jan",146,"01/01/2012",1.38,0,3.6,8.8
"3841",2013,"Pernambuco","jan",55,"01/01/2013",200.94,0,4,26.9
"3842",2014,"Pernambuco","jan",99,"01/01/2014",9.27,0,4,13.3
"3843",2015,"Pernambuco","jan",109,"01/01/2015",0,0,1.8,24.1
"3844",2016,"Pernambuco","jan",24,"01/01/2016",0,0,3.6,15.4
"3845",2017,"Pernambuco","jan",52,"01/01/2017",11.06,0,3.6,17.7
"3846",1998,"Pernambuco","feb",0,"01/01/1998",0,0,3.1,10.5
"3847",1999,"Pernambuco","feb",13,"01/01/1999",0,0,2.2,15.7
"3848",2000,"Pernambuco","feb",4,"01/01/2000",2.51,0,5.8,22.4
"3849",2001,"Pernambuco","feb",2,"01/01/2001",0,0,4,25.6
"3850",2002,"Pernambuco","feb",19,"01/01/2002",1.76,0,0.9,28.7
"3851",2003,"Pernambuco","feb",35,"01/01/2003",0,0,4.5,10.6
"3852",2004,"Pernambuco","feb",8,"01/01/2004",0.76,0,2.2,15.2
"3853",2005,"Pernambuco","feb",33,"01/01/2005",7.3,0,5.4,17
"3854",2006,"Pernambuco","feb",41,"01/01/2006",10.01,0,2.7,15.9
"3855",2007,"Pernambuco","feb",21,"01/01/2007",1.36,0,2.2,19.3
"3856",2008,"Pernambuco","feb",48,"01/01/2008",1.63,0,2.2,22.8
"3857",2009,"Pernambuco","feb",28,"01/01/2009",0,0,3.6,32.4
"3858",2010,"Pernambuco","feb",33,"01/01/2010",0,0,4.5,18.2
"3859",2011,"Pernambuco","feb",25,"01/01/2011",0,0,2.7,19.6
"3860",2012,"Pernambuco","feb",64,"01/01/2012",4.4,0,5.4,15.4
"3861",2013,"Pernambuco","feb",29,"01/01/2013",10.08,0,1.8,16.2
"3862",2014,"Pernambuco","feb",25,"01/01/2014",0,0,1.8,10.6
"3863",2015,"Pernambuco","feb",55,"01/01/2015",0.61,0,3.6,21.1
"3864",2016,"Pernambuco","feb",19,"01/01/2016",2.14,0,2.7,19.1
"3865",2017,"Pernambuco","feb",23,"01/01/2017",4.4,0,3.1,17.9
"3866",1998,"Pernambuco","mar",0,"01/01/1998",0,0,3.1,24.3
"3867",1999,"Pernambuco","mar",27,"01/01/1999",0,0,1.8,18.4
"3868",2000,"Pernambuco","mar",14,"01/01/2000",1.36,0,0.9,17.8
"3869",2001,"Pernambuco","mar",0,"01/01/2001",0,0,4,24.8
"3870",2002,"Pernambuco","mar",24,"01/01/2002",0,0,4.9,19.2
"3871",2003,"Pernambuco","mar",9,"01/01/2003",0,0,4.5,14.3
"3872",2004,"Pernambuco","mar",6,"01/01/2004",0,0,5.8,23.9
"3873",2005,"Pernambuco","mar",45,"01/01/2005",0,0,3.1,22.1
"3874",2006,"Pernambuco","mar",18,"01/01/2006",0,0,3.1,4.2
"3875",2007,"Pernambuco","mar",4,"01/01/2007",0,0,3.6,17.7
"3876",2008,"Pernambuco","mar",32,"01/01/2008",1.09,0,3.6,14.7
"3877",2009,"Pernambuco","mar",15,"01/01/2009",17.85,0,3.1,20.4
"3878",2010,"Pernambuco","mar",59,"01/01/2010",0.54,0,1.8,20.7
"3879",2011,"Pernambuco","mar",39,"01/01/2011",0,0,5.8,19
"3880",2012,"Pernambuco","mar",44,"01/01/2012",28.19,0,4.5,24.2
"3881",2013,"Pernambuco","mar",40,"01/01/2013",0,0,3.1,17.3
"3882",2014,"Pernambuco","mar",36,"01/01/2014",0,0,4.5,15.9
"3883",2015,"Pernambuco","mar",33,"01/01/2015",4.62,0,3.6,18.6
"3884",2016,"Pernambuco","mar",4,"01/01/2016",64.1,0,4.9,15.9
"3885",2017,"Pernambuco","mar",7,"01/01/2017",5.83,0,1.8,17.4
"3886",1998,"Pernambuco","apr",0,"01/01/1998",0,0,9.4,18.7
"3887",1999,"Pernambuco","apr",2,"01/01/1999",0,0,2.2,18.3
"3888",2000,"Pernambuco","apr",1,"01/01/2000",0,0,4.9,19.4
"3889",2001,"Pernambuco","apr",2,"01/01/2001",1.95,0,3.1,26.7
"3890",2002,"Pernambuco","apr",5,"01/01/2002",16.4,0,3.1,22.8
"3891",2003,"Pernambuco","apr",7,"01/01/2003",6.3,0,1.8,31
"3892",2004,"Pernambuco","apr",5,"01/01/2004",28.19,0,4,32.3
"3893",2005,"Pernambuco","apr",1,"01/01/2005",0,0,4.5,20.3
"3894",2006,"Pernambuco","apr",2,"01/01/2006",0,0,4.9,18.4
"3895",2007,"Pernambuco","apr",1,"01/01/2007",4.62,0,5.4,17.4
"3896",2008,"Pernambuco","apr",5,"01/01/2008",0,0,4,21
"3897",2009,"Pernambuco","apr",3,"01/01/2009",7.04,0,2.7,15.7
"3898",2010,"Pernambuco","apr",2,"01/01/2010",1.19,0,1.8,21.6
"3899",2011,"Pernambuco","apr",22,"01/01/2011",3.71,0,4.9,14.7
"3900",2012,"Pernambuco","apr",46,"01/01/2012",10.34,0,0.9,21.3
"3901",2013,"Pernambuco","apr",11,"01/01/2013",34.36,0,2.7,13.7
"3902",2014,"Pernambuco","apr",10,"01/01/2014",15.64,0,2.7,11.8
"3903",2015,"Pernambuco","apr",30,"01/01/2015",1.76,0,2.7,22.8
"3904",2016,"Pernambuco","apr",8,"01/01/2016",2.14,0,4.9,27.2
"3905",2017,"Pernambuco","apr",9,"01/01/2017",13.06,0,1.8,23.3
"3906",1998,"Pernambuco","may",0,"01/01/1998",0,0,4.5,24.2
"3907",1999,"Pernambuco","may",6,"01/01/1999",0,0,2.2,15.2
"3908",2000,"Pernambuco","may",7,"01/01/2000",0,0,2.7,14
"3909",2001,"Pernambuco","may",5,"01/01/2001",3.5,0,4,16.8
