"","year","state","month","number","date"
"3539",2009,"Paraiba","oct",117,"2009-01-01"
"3540",2010,"Paraiba","oct",150,"2010-01-01"
"3541",2011,"Paraiba","oct",200,"2011-01-01"
"3542",2012,"Paraiba","oct",136,"2012-01-01"
"3543",2013,"Paraiba","oct",58,"2013-01-01"
"3544",2014,"Paraiba","oct",70,"2014-01-01"
"3545",2015,"Paraiba","oct",121,"2015-01-01"
"3546",2016,"Paraiba","oct",304,"2016-01-01"
"3547",2017,"Paraiba","oct",123,"2017-01-01"
"3548",1998,"Paraiba","nov",46,"1998-01-01"
"3549",1999,"Paraiba","nov",38,"1999-01-01"
"3550",2000,"Paraiba","nov",65,"2000-01-01"
"3551",2001,"Paraiba","nov",294,"2001-01-01"
"3552",2002,"Paraiba","nov",238,"2002-01-01"
"3553",2003,"Paraiba","nov",538,"2003-01-01"
"3554",2004,"Paraiba","nov",331,"2004-01-01"
"3555",2005,"Paraiba","nov",280,"2005-01-01"
"3556",2006,"Paraiba","nov",215,"2006-01-01"
"3557",2007,"Paraiba","nov",256,"2007-01-01"
"3558",2008,"Paraiba","nov",175,"2008-01-01"
"3559",2009,"Paraiba","nov",428,"2009-01-01"
"3560",2010,"Paraiba","nov",451,"2010-01-01"
"3561",2011,"Paraiba","nov",359,"2011-01-01"
"3562",2012,"Paraiba","nov",130,"2012-01-01"
"3563",2013,"Paraiba","nov",95,"2013-01-01"
"3564",2014,"Paraiba","nov",111,"2014-01-01"
"3565",2015,"Paraiba","nov",206,"2015-01-01"
"3566",2016,"Paraiba","nov",132,"2016-01-01"
"3567",2017,"Paraiba","nov",101,"2017-01-01"
"3568",1998,"Paraiba","dec",51,"1998-01-01"
"3569",1999,"Paraiba","dec",40,"1999-01-01"
"3570",2000,"Paraiba","dec",34,"2000-01-01"
"3571",2001,"Paraiba","dec",70,"2001-01-01"
"3572",2002,"Paraiba","dec",163,"2002-01-01"
"3573",2003,"Paraiba","dec",288,"2003-01-01"
"3574",2004,"Paraiba","dec",351,"2004-01-01"
"3575",2005,"Paraiba","dec",159,"2005-01-01"
"3576",2006,"Paraiba","dec",196,"2006-01-01"
"3577",2007,"Paraiba","dec",133,"2007-01-01"
"3578",2008,"Paraiba","dec",187,"2008-01-01"
"3579",2009,"Paraiba","dec",270,"2009-01-01"
"3580",2010,"Paraiba","dec",65,"2010-01-01"
"3581",2011,"Paraiba","dec",179,"2011-01-01"
"3582",2012,"Paraiba","dec",62,"2012-01-01"
"3583",2013,"Paraiba","dec",78,"2013-01-01"
"3584",2014,"Paraiba","dec",62,"2014-01-01"
"3585",2015,"Paraiba","dec",122,"2015-01-01"
"3586",2016,"Paraiba","dec",8,"2016-01-01"
"3587",1998,"Paraiba","jan",0,"1998-01-01"
"3588",1999,"Paraiba","jan",7,"1999-01-01"
"3589",2000,"Paraiba","jan",49,"2000-01-01"
"3590",2001,"Paraiba","jan",32,"2001-01-01"
"3591",2002,"Paraiba","jan",47,"2002-01-01"
"3592",2003,"Paraiba","jan",109,"2003-01-01"
"3593",2004,"Paraiba","jan",88,"2004-01-01"
"3594",2005,"Paraiba","jan",55,"2005-01-01"
"3595",2006,"Paraiba","jan",78,"2006-01-01"
"3596",2007,"Paraiba","jan",11,"2007-01-01"
"3597",2008,"Paraiba","jan",35,"2008-01-01"
"3598",2009,"Paraiba","jan",35,"2009-01-01"
"3599",2010,"Paraiba","jan",18,"2010-01-01"
"3600",2011,"Paraiba","jan",35,"2011-01-01"
"3601",2012,"Paraiba","jan",31,"2012-01-01"
"3602",2013,"Paraiba","jan",28,"2013-01-01"
"3603",2014,"Paraiba","jan",86,"2014-01-01"
"3604",2015,"Paraiba","jan",120,"2015-01-01"
"3605",2016,"Paraiba","jan",113,"2016-01-01"
"3606",2017,"Paraiba","jan",55,"2017-01-01"
"3607",1998,"Paraiba","feb",0,"1998-01-01"
"3608",1999,"Paraiba","feb",22,"1999-01-01"
"3609",2000,"Paraiba","feb",67,"2000-01-01"
"3610",2001,"Paraiba","feb",8,"2001-01-01"
"3611",2002,"Paraiba","feb",24,"2002-01-01"
"3612",2003,"Paraiba","feb",46,"2003-01-01"
"3613",2004,"Paraiba","feb",42,"2004-01-01"
"3614",2005,"Paraiba","feb",77,"2005-01-01"
"3615",2006,"Paraiba","feb",60,"2006-01-01"
"3616",2007,"Paraiba","feb",32,"2007-01-01"
"3617",2008,"Paraiba","feb",38,"2008-01-01"
"3618",2009,"Paraiba","feb",21,"2009-01-01"
"3619",2010,"Paraiba","feb",46,"2010-01-01"
"3620",2011,"Paraiba","feb",8,"2011-01-01"
"3621",2012,"Paraiba","feb",40,"2012-01-01"
"3622",2013,"Paraiba","feb",9,"2013-01-01"
"3623",2014,"Paraiba","feb",52,"2014-01-01"
"3624",2015,"Paraiba","feb",58,"2015-01-01"
"3625",2016,"Paraiba","feb",31,"2016-01-01"
"3626",2017,"Paraiba","feb",60,"2017-01-01"
"3627",1998,"Paraiba","mar",0,"1998-01-01"
"3628",1999,"Paraiba","mar",40,"1999-01-01"
"3629",2000,"Paraiba","mar",52,"2000-01-01"
"3630",2001,"Paraiba","mar",12,"2001-01-01"
"3631",2002,"Paraiba","mar",18,"2002-01-01"
"3632",2003,"Paraiba","mar",76,"2003-01-01"
"3633",2004,"Paraiba","mar",83,"2004-01-01"
"3634",2005,"Paraiba","mar",84,"2005-01-01"
"3635",2006,"Paraiba","mar",56,"2006-01-01"
"3636",2007,"Paraiba","mar",54,"2007-01-01"
"3637",2008,"Paraiba","mar",43,"2008-01-01"
"3638",2009,"Paraiba","mar",57,"2009-01-01"
"3639",2010,"Paraiba","mar",22,"2010-01-01"
"3640",2011,"Paraiba","mar",21,"2011-01-01"
"3641",2012,"Paraiba","mar",55,"2012-01-01"
"3642",2013,"Paraiba","mar",18,"2013-01-01"
"3643",2014,"Paraiba","mar",42,"2014-01-01"
"3644",2015,"Paraiba","mar",55,"2015-01-01"
"3645",2016,"Paraiba","mar",63,"2016-01-01"
"3646",2017,"Paraiba","mar",43,"2017-01-01"
"3647",1998,"Paraiba","apr",0,"1998-01-01"
"3648",1999,"Paraiba","apr",39,"1999-01-01"
"3649",2000,"Paraiba","apr",51,"2000-01-01"
"3650",2001,"Paraiba","apr",43,"2001-01-01"
"3651",2002,"Paraiba","apr",84,"2002-01-01"
"3652",2003,"Paraiba","apr",130,"2003-01-01"
"3653",2004,"Paraiba","apr",68,"2004-01-01"
"3654",2005,"Paraiba","apr",22,"2005-01-01"
"3655",2006,"Paraiba","apr",49,"2006-01-01"
"3656",2007,"Paraiba","apr",14,"2007-01-01"
"3657",2008,"Paraiba","apr",62,"2008-01-01"
"3658",2009,"Paraiba","apr",80,"2009-01-01"
"3659",2010,"Paraiba","apr",71,"2010-01-01"
"3660",2011,"Paraiba","apr",38,"2011-01-01"
"3661",2012,"Paraiba","apr",38,"2012-01-01"
"3662",2013,"Paraiba","apr",72,"2013-01-01"
"3663",2014,"Paraiba","apr",38,"2014-01-01"
"3664",2015,"Paraiba","apr",83,"2015-01-01"
"3665",2016,"Paraiba","apr",167,"2016-01-01"
"3666",2017,"Paraiba","apr",77,"2017-01-01"
"3667",1998,"Paraiba","may",0,"1998-01-01"
"3668",1999,"Paraiba","may",57,"1999-01-01"
"3669",2000,"Paraiba","may",43,"2000-01-01"
"3670",2001,"Paraiba","may",26,"2001-01-01"
"3671",2002,"Paraiba","may",65,"2002-01-01"
"3672",2003,"Paraiba","may",115,"2003-01-01"
"3673",2004,"Paraiba","may",9,"2004-01-01"
"3674",2005,"Paraiba","may",125,"2005-01-01"
"3675",2006,"Paraiba","may",90,"2006-01-01"
"3676",2007,"Paraiba","may",14,"2007-01-01"
"3677",2008,"Paraiba","may",41,"2008-01-01"
"3678",2009,"Paraiba","may",117,"2009-01-01"
"3679",2010,"Paraiba","may",39,"2010-01-01"
"3680",2011,"Paraiba","may",97,"2011-01-01"
"3681",2012,"Paraiba","may",86,"2012-01-01"
"3682",2013,"Paraiba","may",85,"2013-01-01"
"3683",2014,"Paraiba","may",109,"2014-01-01"
"3684",2015,"Paraiba","may",77,"2015-01-01"
"3685",2016,"Paraiba","may",72,"2016-01-01"
"3686",2017,"Paraiba","may",49,"2017-01-01"
"3687",1998,"Paraiba","jun",36,"1998-01-01"
"3688",1999,"Paraiba","jun",31,"1999-01-01"
"3689",2000,"Paraiba","jun",53,"2000-01-01"
"3690",2001,"Paraiba","jun",43,"2001-01-01"
"3691",2002,"Paraiba","jun",115,"2002-01-01"
"3692",2003,"Paraiba","jun",159,"2003-01-01"
"3693",2004,"Paraiba","jun",147,"2004-01-01"
"3694",2005,"Paraiba","jun",114,"2005-01-01"
"3695",2006,"Paraiba","jun",62,"2006-01-01"
"3696",2007,"Paraiba","jun",57,"2007-01-01"
"3697",2008,"Paraiba","jun",17,"2008-01-01"
"3698",2009,"Paraiba","jun",105,"2009-01-01"
"3699",2010,"Paraiba","jun",55,"2010-01-01"
"3700",2011,"Paraiba","jun",162,"2011-01-01"
"3701",2012,"Paraiba","jun",77,"2012-01-01"
"3702",2013,"Paraiba","jun",52,"2013-01-01"
"3703",2014,"Paraiba","jun",112,"2014-01-01"
"3704",2015,"Paraiba","jun",201,"2015-01-01"
"3705",2016,"Paraiba","jun",238,"2016-01-01"
"3706",2017,"Paraiba","jun",169,"2017-01-01"
"3707",1998,"Paraiba","jul",59,"1998-01-01"
"3708",1999,"Paraiba","jul",94,"1999-01-01"
"3709",2000,"Paraiba","jul",98,"2000-01-01"
"3710",2001,"Paraiba","jul",122,"2001-01-01"
"3711",2002,"Paraiba","jul",172,"2002-01-01"
"3712",2003,"Paraiba","jul",101,"2003-01-01"
"3713",2004,"Paraiba","jul",148,"2004-01-01"
"3714",2005,"Paraiba","jul",155,"2005-01-01"
"3715",2006,"Paraiba","jul",139,"2006-01-01"
"3716",2007,"Paraiba","jul",60,"2007-01-01"
"3717",2008,"Paraiba","jul",87,"2008-01-01"
"3718",2009,"Paraiba","jul",34,"2009-01-01"
"3719",2010,"Paraiba","jul",196,"2010-01-01"
"3720",2011,"Paraiba","jul",262,"2011-01-01"
"3721",2012,"Paraiba","jul",111,"2012-01-01"
"3722",2013,"Paraiba","jul",168,"2013-01-01"
"3723",2014,"Paraiba","jul",215,"2014-01-01"
"3724",2015,"Paraiba","jul",137,"2015-01-01"
"3725",2016,"Paraiba","jul",504,"2016-01-01"
"3726",2017,"Paraiba","jul",891,"2017-01-01"
"3727",1998,"Paraiba","aug",42,"1998-01-01"
"3728",1999,"Paraiba","aug",938,"1999-01-01"
"3729",2000,"Paraiba","aug",849,"2000-01-01"
"3730",2001,"Paraiba","aug",342,"2001-01-01"
"3731",2002,"Paraiba","aug",1.593,"2002-01-01"
"3732",2003,"Paraiba","aug",1.896,"2003-01-01"
"3733",2004,"Paraiba","aug",1.237,"2004-01-01"
"3734",2005,"Paraiba","aug",800,"2005-01-01"
"3735",2006,"Paraiba","aug",844,"2006-01-01"
"3736",2007,"Paraiba","aug",580,"2007-01-01"
"3737",2008,"Paraiba","aug",205,"2008-01-01"
"3738",2009,"Paraiba","aug",844,"2009-01-01"
"3739",2010,"Paraiba","aug",733,"2010-01-01"
"3740",2011,"Paraiba","aug",435,"2011-01-01"
"3741",2012,"Paraiba","aug",522,"2012-01-01"
"3742",2013,"Paraiba","aug",481,"2013-01-01"
"3743",2014,"Paraiba","aug",646,"2014-01-01"
"3744",2015,"Paraiba","aug",651,"2015-01-01"
"3745",2016,"Paraiba","aug",1.01,"2016-01-01"
"3746",2017,"Paraiba","aug",987,"2017-01-01"
"3747",1998,"Paraiba","sep",61,"1998-01-01"
"3748",1999,"Paraiba","sep",878,"1999-01-01"
"3749",2000,"Paraiba","sep",381,"2000-01-01"
"3750",2001,"Paraiba","sep",258,"2001-01-01"
"3751",2002,"Paraiba","sep",1.071,"2002-01-01"
"3752",2003,"Paraiba","sep",2.446,"2003-01-01"
"3753",2004,"Paraiba","sep",1.36,"2004-01-01"
"3754",2005,"Paraiba","sep",386,"2005-01-01"
"3755",2006,"Paraiba","sep",866,"2006-01-01"
"3756",2007,"Paraiba","sep",960,"2007-01-01"
"3757",2008,"Paraiba","sep",413,"2008-01-01"
"3758",2009,"Paraiba","sep",149,"2009-01-01"
"3759",2010,"Paraiba","sep",270,"2010-01-01"
"3760",2011,"Paraiba","sep",913,"2011-01-01"
"3761",2012,"Paraiba","sep",459,"2012-01-01"
"3762",2013,"Paraiba","sep",476,"2013-01-01"
"3763",2014,"Paraiba","sep",443,"2014-01-01"
"3764",2015,"Paraiba","sep",599,"2015-01-01"
"3765",2016,"Paraiba","sep",1.371,"2016-01-01"
"3766",2017,"Paraiba","sep",1.706,"2017-01-01"
"3767",1998,"Paraiba","oct",61,"1998-01-01"
"3768",1999,"Paraiba","oct",452,"1999-01-01"
"3769",2000,"Paraiba","oct",658,"2000-01-01"
"3770",2001,"Paraiba","oct",209,"2001-01-01"
"3771",2002,"Paraiba","oct",399,"2002-01-01"
"3772",2003,"Paraiba","oct",1.228,"2003-01-01"
"3773",2004,"Paraiba","oct",666,"2004-01-01"
"3774",2005,"Paraiba","oct",157,"2005-01-01"
"3775",2006,"Paraiba","oct",327,"2006-01-01"
"3776",2007,"Paraiba","oct",194,"2007-01-01"
"3777",2008,"Paraiba","oct",78,"2008-01-01"
"3778",2009,"Paraiba","oct",424,"2009-01-01"
"3779",2010,"Paraiba","oct",230,"2010-01-01"
"3780",2011,"Paraiba","oct",256,"2011-01-01"
"3781",2012,"Paraiba","oct",145,"2012-01-01"
"3782",2013,"Paraiba","oct",233,"2013-01-01"
"3783",2014,"Paraiba","oct",411,"2014-01-01"
"3784",2015,"Paraiba","oct",158,"2015-01-01"
"3785",2016,"Paraiba","oct",193,"2016-01-01"
"3786",2017,"Paraiba","oct",134,"2017-01-01"
"3787",1998,"Paraiba","nov",143,"1998-01-01"
"3788",1999,"Paraiba","nov",447,"1999-01-01"
"3789",2000,"Paraiba","nov",85,"2000-01-01"
"3790",2001,"Paraiba","nov",89,"2001-01-01"
"3791",2002,"Paraiba","nov",425,"2002-01-01"
"3792",2003,"Paraiba","nov",503,"2003-01-01"
"3793",2004,"Paraiba","nov",388,"2004-01-01"
"3794",2005,"Paraiba","nov",597,"2005-01-01"
"3795",2006,"Paraiba","nov",60,"2006-01-01"
"3796",2007,"Paraiba","nov",59,"2007-01-01"
"3797",2008,"Paraiba","nov",39,"2008-01-01"
"3798",2009,"Paraiba","nov",90,"2009-01-01"
"3799",2010,"Paraiba","nov",183,"2010-01-01"
"3800",2011,"Paraiba","nov",138,"2011-01-01"
"3801",2012,"Paraiba","nov",142,"2012-01-01"
"3802",2013,"Paraiba","nov",126,"2013-01-01"
"3803",2014,"Paraiba","nov",68,"2014-01-01"
"3804",2015,"Paraiba","nov",18,"2015-01-01"
"3805",2016,"Paraiba","nov",275,"2016-01-01"
"3806",2017,"Paraiba","nov",292,"2017-01-01"
"3807",1998,"Paraiba","dec",82,"1998-01-01"
"3808",1999,"Paraiba","dec",254,"1999-01-01"
"3809",2000,"Paraiba","dec",159,"2000-01-01"
"3810",2001,"Paraiba","dec",85,"2001-01-01"
"3811",2002,"Paraiba","dec",165,"2002-01-01"
"3812",2003,"Paraiba","dec",171,"2003-01-01"
"3813",2004,"Paraiba","dec",151,"2004-01-01"
"3814",2005,"Paraiba","dec",40,"2005-01-01"
"3815",2006,"Paraiba","dec",6,"2006-01-01"
"3816",2007,"Paraiba","dec",22,"2007-01-01"
"3817",2008,"Paraiba","dec",62,"2008-01-01"
"3818",2009,"Paraiba","dec",30,"2009-01-01"
"3819",2010,"Paraiba","dec",37,"2010-01-01"
"3820",2011,"Paraiba","dec",78,"2011-01-01"
"3821",2012,"Paraiba","dec",54,"2012-01-01"
"3822",2013,"Paraiba","dec",155,"2013-01-01"
"3823",2014,"Paraiba","dec",78,"2014-01-01"
"3824",2015,"Paraiba","dec",30,"2015-01-01"
"3825",2016,"Paraiba","dec",45,"2016-01-01"
"3826",1998,"Pernambuco","jan",0,"1998-01-01"
"3827",1999,"Pernambuco","jan",102,"1999-01-01"
"3828",2000,"Pernambuco","jan",3,"2000-01-01"
"3829",2001,"Pernambuco","jan",7,"2001-01-01"
"3830",2002,"Pernambuco","jan",10,"2002-01-01"
"3831",2003,"Pernambuco","jan",188,"2003-01-01"
"3832",2004,"Pernambuco","jan",29,"2004-01-01"
"3833",2005,"Pernambuco","jan",221,"2005-01-01"
"3834",2006,"Pernambuco","jan",148,"2006-01-01"
"3835",2007,"Pernambuco","jan",156,"2007-01-01"
"3836",2008,"Pernambuco","jan",170,"2008-01-01"
"3837",2009,"Pernambuco","jan",256,"2009-01-01"
"3838",2010,"Pernambuco","jan",47,"2010-01-01"
"3839",2011,"Pernambuco","jan",49,"2011-01-01"
"3840",2012,"Pernambuco","jan",146,"2012-01-01"
"3841",2013,"Pernambuco","jan",55,"2013-01-01"
"3842",2014,"Pernambuco","jan",99,"2014-01-01"
"3843",2015,"Pernambuco","jan",109,"2015-01-01"
"3844",2016,"Pernambuco","jan",24,"2016-01-01"
"3845",2017,"Pernambuco","jan",52,"2017-01-01"
"3846",1998,"Pernambuco","feb",0,"1998-01-01"
"3847",1999,"Pernambuco","feb",13,"1999-01-01"
"3848",2000,"Pernambuco","feb",4,"2000-01-01"
"3849",2001,"Pernambuco","feb",2,"2001-01-01"
"3850",2002,"Pernambuco","feb",19,"2002-01-01"
"3851",2003,"Pernambuco","feb",35,"2003-01-01"
"3852",2004,"Pernambuco","feb",8,"2004-01-01"
"3853",2005,"Pernambuco","feb",33,"2005-01-01"
"3854",2006,"Pernambuco","feb",41,"2006-01-01"
"3855",2007,"Pernambuco","feb",21,"2007-01-01"
"3856",2008,"Pernambuco","feb",48,"2008-01-01"
"3857",2009,"Pernambuco","feb",28,"2009-01-01"
"3858",2010,"Pernambuco","feb",33,"2010-01-01"
"3859",2011,"Pernambuco","feb",25,"2011-01-01"
"3860",2012,"Pernambuco","feb",64,"2012-01-01"
"3861",2013,"Pernambuco","feb",29,"2013-01-01"
"3862",2014,"Pernambuco","feb",25,"2014-01-01"
"3863",2015,"Pernambuco","feb",55,"2015-01-01"
"3864",2016,"Pernambuco","feb",19,"2016-01-01"
"3865",2017,"Pernambuco","feb",23,"2017-01-01"
"3866",1998,"Pernambuco","mar",0,"1998-01-01"
"3867",1999,"Pernambuco","mar",27,"1999-01-01"
"3868",2000,"Pernambuco","mar",14,"2000-01-01"
"3869",2001,"Pernambuco","mar",0,"2001-01-01"
"3870",2002,"Pernambuco","mar",24,"2002-01-01"
"3871",2003,"Pernambuco","mar",9,"2003-01-01"
"3872",2004,"Pernambuco","mar",6,"2004-01-01"
"3873",2005,"Pernambuco","mar",45,"2005-01-01"
"3874",2006,"Pernambuco","mar",18,"2006-01-01"
"3875",2007,"Pernambuco","mar",4,"2007-01-01"
"3876",2008,"Pernambuco","mar",32,"2008-01-01"
"3877",2009,"Pernambuco","mar",15,"2009-01-01"
"3878",2010,"Pernambuco","mar",59,"2010-01-01"
"3879",2011,"Pernambuco","mar",39,"2011-01-01"
"3880",2012,"Pernambuco","mar",44,"2012-01-01"
"3881",2013,"Pernambuco","mar",40,"2013-01-01"
"3882",2014,"Pernambuco","mar",36,"2014-01-01"
"3883",2015,"Pernambuco","mar",33,"2015-01-01"
"3884",2016,"Pernambuco","mar",4,"2016-01-01"
"3885",2017,"Pernambuco","mar",7,"2017-01-01"
"3886",1998,"Pernambuco","apr",0,"1998-01-01"
"3887",1999,"Pernambuco","apr",2,"1999-01-01"
"3888",2000,"Pernambuco","apr",1,"2000-01-01"
"3889",2001,"Pernambuco","apr",2,"2001-01-01"
"3890",2002,"Pernambuco","apr",5,"2002-01-01"
"3891",2003,"Pernambuco","apr",7,"2003-01-01"
"3892",2004,"Pernambuco","apr",5,"2004-01-01"
"3893",2005,"Pernambuco","apr",1,"2005-01-01"
"3894",2006,"Pernambuco","apr",2,"2006-01-01"
"3895",2007,"Pernambuco","apr",1,"2007-01-01"
"3896",2008,"Pernambuco","apr",5,"2008-01-01"
"3897",2009,"Pernambuco","apr",3,"2009-01-01"
"3898",2010,"Pernambuco","apr",2,"2010-01-01"
"3899",2011,"Pernambuco","apr",22,"2011-01-01"
"3900",2012,"Pernambuco","apr",46,"2012-01-01"
"3901",2013,"Pernambuco","apr",11,"2013-01-01"
"3902",2014,"Pernambuco","apr",10,"2014-01-01"
"3903",2015,"Pernambuco","apr",30,"2015-01-01"
"3904",2016,"Pernambuco","apr",8,"2016-01-01"
"3905",2017,"Pernambuco","apr",9,"2017-01-01"
"3906",1998,"Pernambuco","may",0,"1998-01-01"
"3907",1999,"Pernambuco","may",6,"1999-01-01"
"3908",2000,"Pernambuco","may",7,"2000-01-01"
"3909",2001,"Pernambuco","may",5,"2001-01-01"
"3910",2002,"Pernambuco","may",13,"2002-01-01"
"3911",2003,"Pernambuco","may",1,"2003-01-01"
"3912",2004,"Pernambuco","may",2,"2004-01-01"
"3913",2005,"Pernambuco","may",1,"2005-01-01"
"3914",2006,"Pernambuco","may",1,"2006-01-01"
"3915",2007,"Pernambuco","may",0,"2007-01-01"
"3916",2008,"Pernambuco","may",0,"2008-01-01"
"3917",2009,"Pernambuco","may",0,"2009-01-01"
"3918",2010,"Pernambuco","may",8,"2010-01-01"
"3919",2011,"Pernambuco","may",1,"2011-01-01"
"3920",2012,"Pernambuco","may",36,"2012-01-01"
"3921",2013,"Pernambuco","may",9,"2013-01-01"
"3922",2014,"Pernambuco","may",4,"2014-01-01"
"3923",2015,"Pernambuco","may",17,"2015-01-01"
"3924",2016,"Pernambuco","may",6,"2016-01-01"
"3925",2017,"Pernambuco","may",13,"2017-01-01"
"3926",1998,"Pernambuco","jun",1,"1998-01-01"
"3927",1999,"Pernambuco","jun",7,"1999-01-01"
"3928",2000,"Pernambuco","jun",4,"2000-01-01"
"3929",2001,"Pernambuco","jun",2,"2001-01-01"
"3930",2002,"Pernambuco","jun",1,"2002-01-01"
"3931",2003,"Pernambuco","jun",2,"2003-01-01"
"3932",2004,"Pernambuco","jun",4,"2004-01-01"
"3933",2005,"Pernambuco","jun",3,"2005-01-01"
"3934",2006,"Pernambuco","jun",0,"2006-01-01"
"3935",2007,"Pernambuco","jun",1,"2007-01-01"
"3936",2008,"Pernambuco","jun",0,"2008-01-01"
"3937",2009,"Pernambuco","jun",1,"2009-01-01"
"3938",2010,"Pernambuco","jun",1,"2010-01-01"
"3939",2011,"Pernambuco","jun",4,"2011-01-01"
"3940",2012,"Pernambuco","jun",12,"2012-01-01"
"3941",2013,"Pernambuco","jun",12,"2013-01-01"
"3942",2014,"Pernambuco","jun",3,"2014-01-01"
"3943",2015,"Pernambuco","jun",3,"2015-01-01"
"3944",2016,"Pernambuco","jun",4,"2016-01-01"
"3945",2017,"Pernambuco","jun",5,"2017-01-01"
"3946",1998,"Pernambuco","jul",5,"1998-01-01"
"3947",1999,"Pernambuco","jul",2,"1999-01-01"
"3948",2000,"Pernambuco","jul",0,"2000-01-01"
"3949",2001,"Pernambuco","jul",6,"2001-01-01"
"3950",2002,"Pernambuco","jul",8,"2002-01-01"
"3951",2003,"Pernambuco","jul",5,"2003-01-01"
"3952",2004,"Pernambuco","jul",13,"2004-01-01"
"3953",2005,"Pernambuco","jul",1,"2005-01-01"
"3954",2006,"Pernambuco","jul",1,"2006-01-01"
"3955",2007,"Pernambuco","jul",3,"2007-01-01"
"3956",2008,"Pernambuco","jul",0,"2008-01-01"
"3957",2009,"Pernambuco","jul",1,"2009-01-01"
"3958",2010,"Pernambuco","jul",7,"2010-01-01"
"3959",2011,"Pernambuco","jul",2,"2011-01-01"
"3960",2012,"Pernambuco","jul",11,"2012-01-01"
"3961",2013,"Pernambuco","jul",4,"2013-01-01"
"3962",2014,"Pernambuco","jul",11,"2014-01-01"
"3963",2015,"Pernambuco","jul",13,"2015-01-01"
"3964",2016,"Pernambuco","jul",17,"2016-01-01"
"3965",2017,"Pernambuco","jul",2,"2017-01-01"
"3966",1998,"Pernambuco","aug",12,"1998-01-01"
"3967",1999,"Pernambuco","aug",3,"1999-01-01"
"3968",2000,"Pernambuco","aug",31,"2000-01-01"
"3969",2001,"Pernambuco","aug",27,"2001-01-01"
"3970",2002,"Pernambuco","aug",37,"2002-01-01"
"3971",2003,"Pernambuco","aug",26,"2003-01-01"
"3972",2004,"Pernambuco","aug",41,"2004-01-01"
"3973",2005,"Pernambuco","aug",10,"2005-01-01"
"3974",2006,"Pernambuco","aug",8,"2006-01-01"
"3975",2007,"Pernambuco","aug",20,"2007-01-01"
"3976",2008,"Pernambuco","aug",2,"2008-01-01"
"3977",2009,"Pernambuco","aug",10,"2009-01-01"
"3978",2010,"Pernambuco","aug",29,"2010-01-01"
"3979",2011,"Pernambuco","aug",27,"2011-01-01"
"3980",2012,"Pernambuco","aug",27,"2012-01-01"
"3981",2013,"Pernambuco","aug",14,"2013-01-01"
"3982",2014,"Pernambuco","aug",23,"2014-01-01"
"3983",2015,"Pernambuco","aug",21,"2015-01-01"
"3984",2016,"Pernambuco","aug",42,"2016-01-01"
"3985",2017,"Pernambuco","aug",20,"2017-01-01"
"3986",1998,"Pernambuco","sep",177,"1998-01-01"
"3987",1999,"Pernambuco","sep",64,"1999-01-01"
"3988",2000,"Pernambuco","sep",130,"2000-01-01"
"3989",2001,"Pernambuco","sep",298,"2001-01-01"
"3990",2002,"Pernambuco","sep",374,"2002-01-01"
"3991",2003,"Pernambuco","sep",510,"2003-01-01"
"3992",2004,"Pernambuco","sep",192,"2004-01-01"
"3993",2005,"Pernambuco","sep",154,"2005-01-01"
"3994",2006,"Pernambuco","sep",147,"2006-01-01"
"3995",2007,"Pernambuco","sep",164,"2007-01-01"
"3996",2008,"Pernambuco","sep",92,"2008-01-01"
"3997",2009,"Pernambuco","sep",164,"2009-01-01"
"3998",2010,"Pernambuco","sep",179,"2010-01-01"
"3999",2011,"Pernambuco","sep",243,"2011-01-01"
"4000",2012,"Pernambuco","sep",192,"2012-01-01"
"4001",2013,"Pernambuco","sep",143,"2013-01-01"
"4002",2014,"Pernambuco","sep",63,"2014-01-01"
"4003",2015,"Pernambuco","sep",116,"2015-01-01"
"4004",2016,"Pernambuco","sep",171,"2016-01-01"
"4005",2017,"Pernambuco","sep",69,"2017-01-01"
"4006",1998,"Pernambuco","oct",372,"1998-01-01"
"4007",1999,"Pernambuco","oct",180,"1999-01-01"
"4008",2000,"Pernambuco","oct",411,"2000-01-01"
"4009",2001,"Pernambuco","oct",461,"2001-01-01"
"4010",2002,"Pernambuco","oct",638,"2002-01-01"
"4011",2003,"Pernambuco","oct",859,"2003-01-01"
"4012",2004,"Pernambuco","oct",545,"2004-01-01"
"4013",2005,"Pernambuco","oct",408,"2005-01-01"
"4014",2006,"Pernambuco","oct",310,"2006-01-01"
"4015",2007,"Pernambuco","oct",702,"2007-01-01"
"4016",2008,"Pernambuco","oct",274,"2008-01-01"
"4017",2009,"Pernambuco","oct",254,"2009-01-01"
"4018",2010,"Pernambuco","oct",347,"2010-01-01"
"4019",2011,"Pernambuco","oct",461,"2011-01-01"
"4020",2012,"Pernambuco","oct",222,"2012-01-01"
"4021",2013,"Pernambuco","oct",161,"2013-01-01"
"4022",2014,"Pernambuco","oct",174,"2014-01-01"
"4023",2015,"Pernambuco","oct",194,"2015-01-01"
"4024",2016,"Pernambuco","oct",319,"2016-01-01"
"4025",2017,"Pernambuco","oct",256,"2017-01-01"
"4026",1998,"Pernambuco","nov",141,"1998-01-01"
"4027",1999,"Pernambuco","nov",41,"1999-01-01"
"4028",2000,"Pernambuco","nov",64,"2000-01-01"
"4029",2001,"Pernambuco","nov",208,"2001-01-01"
"4030",2002,"Pernambuco","nov",521,"2002-01-01"
